           0.05         0.0131         0.0343         0.0138         0.0409         0.0172         0.0176         0.0264          0.033          0.026         0.0297          0.025         0.0111         0.0208         0.0348         0.0211         0.0179        -0.0048         0.0152         0.0286         0.0149
           0.15         0.0318          0.021          0.009         0.0162         0.0054         0.0305         0.0038         0.0147         0.0348         0.0269          0.007         0.0148         0.0158          0.022         0.0147         0.0185         0.0343         0.0385         0.0078         0.0122
           0.25         0.0202         0.0108          0.021           0.02         0.0137          0.012         0.0068         0.0189         0.0291          0.015         0.0311         0.0144         0.0336         0.0065         0.0103         0.0192         0.0237         0.0189         0.0185         0.0164
           0.35           0.01         0.0061         0.0083         0.0082         0.0071        -0.0007         0.0116         0.0235         0.0244         0.0317         0.0182         0.0045         0.0026          0.014         0.0263         0.0251         0.0049         0.0141         0.0315         0.0079
           0.45        -0.0008         0.0141          0.012         0.0152         0.0162         0.0132         0.0195         0.0108         0.0077         0.0199         0.0077         0.0057         0.0212         0.0108         0.0116          0.016         0.0136         0.0103         0.0133         0.0172
           0.55        -0.0038         0.0162         0.0078        -0.0028         0.0051         0.0072         0.0143           0.01         0.0078         0.0088          0.012          0.014         0.0045         0.0099         0.0105         0.0032         0.0107         0.0017         0.0122         0.0038
           0.65         0.0098         0.0019         0.0124        -0.0014          0.003         0.0061         0.0096         0.0181         0.0011         0.0151        -0.0149         0.0036         0.0012          0.005         0.0044         0.0096        -0.0049         0.0077        -0.0029         0.0062
           0.75        -0.0031         0.0084          0.004         0.0013         0.0097         0.0019         0.0107         0.0006        -0.0061         0.0017         -0.005         0.0125        -0.0043        -0.0024         0.0009        -0.0024         0.0039        -0.0026         0.0003         0.0088
           0.85        -0.0024         -0.001         0.0035         0.0042         0.0076        -0.0059        -0.0039         0.0016         0.0025         -0.006         0.0043         0.0035        -0.0072         0.0026        -0.0028         0.0087         0.0018         0.0026         0.0028        -0.0077
           0.95         0.0021         0.0022        -0.0016        -0.0004         0.0017        -0.0048        -0.0022        -0.0063        -0.0029         0.0067        -0.0007         0.0007         0.0016         0.0056         0.0027         0.0064         0.0068        -0.0026         0.0044         0.0013
           1.05        -0.0007        -0.0004        -0.0014         0.0018         0.0049         -0.001         0.0005        -0.0028        -0.0006         0.0034        -0.0007         0.0043          0.003         -0.007         0.0011        -0.0021         0.0037         0.0008        -0.0013         0.0027
           1.15        -0.0011         0.0003         0.0014          0.002         0.0023         0.0018         0.0003        -0.0007         0.0045         0.0015        -0.0004        -0.0026         0.0019         0.0018        -0.0006         0.0016         0.0015         -0.001        -0.0027          0.003
           1.25        -0.0019         -0.006         0.0013             -0         0.0003         0.0019        -0.0007        -0.0003        -0.0005        -0.0015         0.0013        -0.0001        -0.0007         0.0022        -0.0006        -0.0021          0.002        -0.0012         0.0031         0.0015
           1.35         0.0013        -0.0017        -0.0009        -0.0001        -0.0006         0.0022        -0.0019        -0.0011        -0.0005              0              0        -0.0002        -0.0022         0.0013              0         0.0018         0.0001          0.002         -0.001        -0.0007
           1.45              0              0        -0.0005         0.0002         0.0013              0         0.0002              0              0        -0.0004        -0.0004             -0              0        -0.0005        -0.0008              0              0              0        -0.0005              0
           1.55              0              0              0              0              0              0         0.0009              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.65              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
           1.75              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
