# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=-0.0137819 -----------------
#dely    BF
0.050 -0.0426 -0.0028
0.150 -0.0476 -0.0032
0.250 -0.0216 -0.0016
0.350 -0.0242 -0.0019
0.450 -0.0099 -0.0009
0.550 -0.0075 -0.0008
0.650 -0.0053 -0.0007
0.750  0.0030  0.0004
0.850  0.0071  0.0011
0.950  0.0106  0.0020
1.050  0.0003  0.0001
1.150  0.0009  0.0003
1.250 -0.0018 -0.0007
1.350  0.0007  0.0003
1.450 -0.0001 -0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
