0.462312 0.190737 0.658291 0.306533 0.152348 0.41206 0.909548 0.140855 0.738693 0.105528 0.32729 0.331658 37.608 2.21012 -2.84146 -16.9138 -15.5347 7.5862 -3.72066 3.15559 -3.43589 -118.637 29.579 11.0176 -2.17029 -4.59858 0.112175 -11.4194 -3.21963 -6.09818 -2.53546 16.5556 -2.52045 12.1956 13.1505 -3.39068 28.6238 3.6546 -2.57209 -15.1025 -13.6062 5.87013 -8.25136 1.03261 -2.16036 -90.0228 26.1495 11.1365 6.81396 -6.04306 -0.157189 -13.2307 -5.14815 -4.38211 1.99524 18.6785 -3.79598 -16.4182 16.5801 -3.50957 
0.613065 0.169986 0.673367 0.040201 0.651678 0.979899 0.18593 0.163957 0.0653266 0.130653 0.256784 0.19598 -37.0087 -29.7855 -2.19016 -30.0746 -0.486783 -2.12209 19.8271 9.50171 1.81469 -22.9735 -5.00464 2.6248 29.7239 -3.37411 -0.615795 -2.98398 -9.57593 3.23078 -40.5009 -0.993172 4.42871 -65.1435 39.4743 -4.66077 4.77975 -6.71554 -1.141 -9.06854 1.05394 0.575952 4.45044 0.863985 -0.325564 -4.50941 -0.8905 -0.413452 -12.0645 -26.4441 -1.66495 -23.99 -11.1166 0.532733 -25.1242 7.64456 6.56896 -83.6075 35.3602 -1.62252 
0.231156 0.187583 0.246231 0.638191 0.0959816 0.457286 0.326633 0.224683 0.768844 0.291457 0.0969055 0.0351759 22.4282 7.5655 0.294195 22.8404 -0.513946 6.83912 -6.12019 2.61855 2.33889 102.681 3.01475 4.38089 51.1815 -6.92035 -6.02975 -48.5339 -20.6683 4.21053 5.83178 -7.77217 -3.35811 -33.7769 -84.2534 5.79863 22.7155 8.00485 0.610297 16.9289 1.12049 4.59416 -5.2989 2.35444 2.31799 91.1343 0.204331 2.73237 50.8942 -7.35971 -6.34585 -42.6224 -22.3028 6.45549 5.01049 -7.50806 -3.33722 -22.2304 -81.443 7.44715 
0.040201 0.712524 0.839196 0.899497 0.0279088 0.20603 0.758794 0.149305 0.733668 0.80402 0.0237742 0.105528 181.05 29.5973 4.29063 -7.19018 42.4918 3.20987 67.2608 -18.4361 2.97258 180.492 29.5581 -3.68433 -25.8987 1.69758 1.8011 2.2819 8.40503 0.771487 -6.51322 2.36724 -0.0515515 22.9711 35.2035 6.49268 117.711 24.6788 3.82651 -2.30372 39.5925 2.11522 33.3997 -18.9755 2.68284 116.028 26.6027 -3.21309 37.4402 6.61609 2.26523 -2.60456 11.3044 1.86613 27.3479 2.90665 0.238196 87.4344 38.159 6.02143 
0.954774 0.155255 0.733668 0.547739 0.0335373 0.080402 0.703518 0.089288 0.40201 0.788945 0.176157 0.864322 26.8075 -14.56 2.06357 59.1289 -28.6946 5.47911 -11.7391 -2.52997 0.766039 -44.142 -36.6992 -3.94196 34.5033 -8.10264 -1.40735 7.88672 4.84607 -9.41436 -0.647693 -0.650295 0.531169 -13.9392 -10.3519 -1.21714 32.1231 -12.3407 1.76014 34.3411 -26.7722 5.23673 -4.08298 -1.6936 0.892351 -53.713 -35.0593 -3.1597 29.1877 -10.322 -1.10393 32.6746 2.92366 -9.17198 -8.30377 -1.48666 0.404857 -4.36815 -11.9919 -1.9994 
0.241206 0.24436 0.537688 1 0.0571225 0.38191 0.688442 0.11988 0.552764 0.0653266 0.564587 0.979899 85.2786 1.68406 0.508095 15.3861 -5.8738 3.20247 -27.0645 8.30937 -4.29658 -185.839 34.4822 -5.52468 27.2784 9.13174 -1.91641 -32.9497 10.3014 6.40717 27.1268 3.17425 -4.29384 75.0666 20.4764 7.71506 15.3741 -4.33604 0.586827 15.9649 -6.65561 -1.27082 -14.3013 6.41781 -1.75791 -38.9477 24.0107 -3.45551 97.1829 15.1518 -1.99515 -33.5284 11.0833 10.8805 14.3637 5.06582 -6.83252 -71.8249 30.948 5.64589 
0.527638 0.0761024 0.18593 0.904523 0.0178973 0.155779 0.140704 0.286971 0.452261 0.733668 0.119209 0.557789 -15.9943 -2.91116 -1.32105 101.053 -2.16882 4.75003 -47.009 -2.65547 -1.53155 91.6866 -22.3075 5.58582 -50.3363 -25.0821 8.64861 91.2452 12.7539 -9.88413 -24.4582 -1.99796 2.4361 52.8399 -7.67928 -4.31381 -0.336714 -3.61224 -0.826702 65.6934 -0.274257 3.78526 -29.5346 -3.10095 -1.63418 68.0109 -17.4777 4.83959 -65.9939 -24.381 8.15426 126.605 10.8594 -8.91936 -41.9326 -1.55248 2.53874 76.5156 -12.5091 -3.56758 
0.221106 0.303896 0.748744 0.457286 0.225255 0.994975 0.040201 0.519318 0.241206 0.462312 0.0515782 0.0502513 84.7918 -1.95321 -2.47228 -73.4855 -7.01711 3.55007 56.6541 18.5269 -0.162064 120.457 -22.3708 7.04381 -52.9054 29.8233 6.98878 25.1758 22.8074 8.12669 9.3601 -17.2856 -6.89936 71.8161 -13.0134 -14.7442 16.7562 0.134963 -0.877013 -15.2768 -4.07554 2.43996 12.5623 1.55711 0.230265 38.4317 -7.44403 -0.187707 15.1302 27.7352 5.39351 -33.0329 19.8658 9.2368 53.452 -0.315814 -7.29169 153.841 -27.9402 -7.51264 
0.170854 0.333482 0.678392 0.974874 0.0943031 0.567839 0.633166 0.17106 0.788945 0.0351759 0.576204 0.306533 121.953 24.291 -1.11218 -30.6379 10.3556 7.82245 0.38053 10.4815 -5.96838 -75.6841 68.3745 -3.60174 -13.8454 11.3391 2.07014 -2.58303 7.02554 -4.12403 -0.875742 -15.4476 -1.47964 -22.4758 4.81567 1.33596 55.9288 16.9519 -1.34142 -18.4963 2.86561 6.3755 -4.08914 5.14803 -4.26427 -56.4335 36.1024 -1.00713 52.1784 18.6781 2.29937 -14.7246 14.5155 -2.67708 3.59393 -10.1141 -3.18375 -41.7263 37.0877 -1.25865 
0.522613 0.0517988 0.0703518 0.643216 0.127624 0.623116 0.60804 0.123016 0.527638 0.603015 0.0858103 0.326633 -167.272 2.81421 2.25926 191.904 -18.9982 11.4141 -30.0422 -7.3693 1.76927 141.241 2.01197 3.45888 -9.99517 -16.4308 5.04799 2.80583 14.5933 -26.781 -3.31211 2.16842 0.0854712 28.6173 -0.00186242 -6.8674 -174.923 4.08295 2.39069 207.4 -19.735 12.1881 -28.0818 -7.3558 1.94473 151.911 0.97451 4.25595 -2.34436 -17.6996 4.91656 -12.6909 15.3301 -27.5551 -5.27259 2.15492 -0.0899833 17.9475 1.0356 -7.66447 
0.130653 0.431896 0.884422 0.748744 0.154451 0.809045 0.256281 0.123214 0.0954774 0.824121 0.166752 0.829146 146.064 18.1546 1.18278 -72.76 2.05421 7.79263 64.3422 -3.89405 0.432633 -52.1808 -26.8987 -3.19187 -73.6121 33.3161 2.45618 36.6961 3.93528 -8.23309 -26.049 -31.0521 4.13325 -8.08324 11.8209 -8.13294 39.1713 13.3525 1.32739 -11.6453 6.63101 0.741949 20.1699 -6.51727 0.166906 -34.8428 -11.3482 -1.15481 33.2802 38.1182 2.31158 -24.4186 -0.641528 -1.18241 18.1232 -28.4289 4.39898 -25.4211 -3.72955 -10.17 
0.502513 0.108767 0.316583 0.135678 0.281289 0.442211 0.266332 0.102619 0.0150754 0.914573 0.174434 0.894472 -95.1604 -18.5638 0.55715 62.1786 -23.933 2.85842 -13.2606 -2.15736 -0.0192694 -17.2038 -45.0835 -3.1693 -16.8214 -11.8298 1.93435 -14.3939 2.20825 -1.30092 -7.59175 -22.8237 1.07917 -4.45623 18.1686 -6.36709 -80.031 -18.1558 1.11269 62.5346 -23.0104 0.648531 -15.2933 0.0870492 0.0698147 -2.32914 -40.1579 -2.42272 -31.9509 -12.2378 1.37881 -14.7499 1.28565 0.908962 -5.55911 -25.0681 0.99009 -19.3309 13.2431 -7.11367 
0.869347 0.203978 0.934673 0.125628 0.251061 0.211055 0.78392 0.0450206 0.20603 0.226131 0.280374 0.78392 31.4599 -28.0041 1.48054 -4.88864 -22.773 3.32714 10.312 11.3756 0.37658 -173.378 -15.4526 3.7039 19.3893 -29.8901 3.12723 -19.5506 9.81395 -5.07663 19.6092 19.6816 3.77154 32.4673 23.7337 0.25908 9.83897 -12.0026 1.43438 -3.16889 -14.9184 2.09226 4.67409 8.21402 0.58113 -53.4312 -3.57682 3.07874 41.0103 -45.8916 3.17339 -21.2703 1.95943 -3.84175 25.2472 22.8432 3.56699 -87.4791 11.8579 0.884245 
0.150754 0.275711 0.301508 0.979899 0.0307436 0.241206 0.110553 0.421458 0.904523 0.542714 0.133642 0.527638 83.7739 12.0768 -0.943668 19.8326 10.8992 5.6742 -33.1669 -1.44646 0.730329 76.8861 -13.1588 3.6443 58.0015 5.95962 2.1243 -41.9176 18.1843 9.53685 38.7735 -3.25033 -4.01769 -32.4441 -17.1068 4.8413 36.2585 -1.6021 -0.610429 6.47642 2.30436 3.0899 -8.8251 1.51779 1.2266 34.9255 -14.1554 2.32631 105.517 19.6385 1.79106 -28.5614 26.7792 12.1212 14.4318 -6.21458 -4.51396 9.51652 -16.1101 6.15929 
0.969849 0.212355 1 0.0251256 0.578074 0.0753769 0.984925 0.14205 0.763819 0.592965 0.109049 0.437186 30.5893 -39.5027 -1.12529 8.52321 -3.80986 -6.17646 14.7443 2.69666 1.38203 13.2609 -0.213865 2.42133 22.0389 -28.5061 5.0541 -36.0191 -15.2916 3.39477 29.895 2.77542 1.81171 33.5637 -13.674 -2.93217 4.08358 -4.37162 0.301829 -1.4209 -4.09222 0.333798 1.84816 1.0204 0.354867 -1.56091 -1.47426 0.913008 48.5446 -63.6372 3.62697 -26.075 -15.0092 -3.11549 42.7912 4.45167 2.83888 48.3855 -12.4136 -1.42385 
0.351759 0.15529 0.361809 0.150754 0.21242 0.18593 0.080402 0.458021 0.743719 0.844221 0.00411379 0.0201005 3.22705 4.75204 -2.43161 13.7642 5.68226 0.931725 18.7629 12.1357 -1.01498 276.343 10.9341 5.09863 -29.5637 -34.2174 1.23929 -22.4181 -13.3505 -4.1311 7.0583 19.6532 1.57295 -2.5775 16.6902 7.87862 7.17073 3.87559 -0.909359 2.52178 3.84238 -2.54705 11.1387 11.6696 -0.0275723 147.271 10.0208 3.51894 -33.5074 -33.341 -0.282958 -11.1757 -11.5106 -0.652323 14.6825 20.1193 0.58554 126.495 17.6034 9.45832 
0.934673 0.133418 0.628141 0.874372 0.0146817 0.130653 0.145729 0.277647 0.437186 0.437186 0.135746 0.447236 29.2414 -35.1175 4.14398 75.5861 -6.66311 -4.93777 -57.7996 7.84185 4.42098 80.384 -29.1354 1.76394 6.7953 7.75606 -1.25629 -21.011 8.30487 4.73943 13.1451 -7.09392 -4.25254 5.44835 -11.1202 0.400694 63.9596 -34.8937 3.69423 42.378 -8.13923 -2.97394 -38.9062 9.94181 3.60209 63.1419 -30.5932 1.6253 -27.9229 7.5323 -0.806546 12.1971 9.78099 2.77559 -5.74839 -9.19388 -3.43365 22.6905 -9.66247 0.53933 
0.497487 0.23639 0.899497 0.115578 0.396 0.874372 0.0251256 0.594911 0.105528 0.974874 0.0831974 0.452261 53.8998 -12.0325 -2.99941 -76.3321 -6.18844 -0.42151 69.9094 21.0774 -2.84409 141.175 -28.3862 3.95536 38.3402 -4.31121 -5.72657 22.5132 -2.1013 2.07613 -22.7718 2.01353 0.124145 -29.02 6.06217 6.3133 7.68576 -1.94049 -1.49958 -7.8023 -1.31447 0.0958711 8.39164 3.14665 -0.787344 30.624 -3.24448 1.6773 84.5542 -14.4032 -7.2264 -46.0165 -6.97527 1.55875 38.746 19.9443 -1.9326 81.5305 -19.0796 8.59136 
