0.837261 0.221577 0.732794 0.526186 0.480505 0.362524 0.248078 0.748564 0.687103 0.14165 0.203464 0.463462 0.526881 0.263484 0.543458 0.753642 0.181597 0.861643 0.742717 0.235668 
0.967291 0.287743 0.716373 0.256054 0.643057 0.521874 0.275603 0.622079 0.67125 0.283202 0.140555 0.31355 0.606438 0.235688 0.546001 0.548589 0.0715193 0.838384 0.981971 0.143863 
0.702206 0.122218 0.702569 0.384227 0.540385 0.471204 0.210688 0.600774 0.757693 0.380511 0.153006 0.52814 0.600906 0.173291 0.565922 0.567783 0.323714 0.82477 0.851572 0.186452 
0.794173 0.21527 0.734193 0.482778 0.617923 0.342065 0.218093 0.611258 0.657805 0.239994 0.214507 0.278327 0.53457 0.15561 0.53861 0.574869 0.319093 0.783115 0.738866 0.311723 
0.806441 0.197819 0.669137 0.401382 0.367436 0.496769 0.211348 0.681494 0.578753 0.319525 0.198752 0.433336 0.556361 0.307399 0.564439 0.645886 0.174741 0.924282 0.660944 0.188535 
0.67557 0.163678 0.723606 0.475696 0.615753 0.495981 0.171528 0.739107 0.654102 0.196686 0.26314 0.328352 0.528155 0.0781506 0.596893 0.6511 0.175901 0.87062 0.797664 0.186198 
0.993889 0.262057 0.704683 0.407138 0.350444 0.47715 0.211381 0.732797 0.607665 0.152834 0.236282 0.463024 0.640612 0.11306 0.325622 0.507926 0.304767 0.810519 0.813288 0.233776 
0.930961 0.304638 0.673827 0.500883 0.495376 0.405728 0.187088 0.568087 0.541985 0.293611 0.237658 0.356182 0.650248 0.159849 0.573962 0.642657 0.196454 0.74665 0.823102 0.325439 
0.96404 0.175315 0.691525 0.466035 0.336947 0.511772 0.207554 0.721328 0.512653 0.239607 0.297945 0.311135 0.565374 0.11149 0.567847 0.6206 0.254558 0.962187 0.756471 0.353268 
0.902727 0.115247 0.648716 0.305996 0.464203 0.472162 0.250162 0.687953 0.560724 0.34215 0.181827 0.394385 0.59131 0.31624 0.644778 0.554011 0.226038 0.963718 0.878336 0.404373 
