'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_uu_g2','InvCoshPar_uu_g3','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_ud_g2','InvCoshPar_ud_g3','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_us_g2','InvCoshPar_us_g3','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1','InvCoshPar_ss_g2','InvCoshPar_ss_g3'
0.864238,0.098053,0.637379,0.479425,0.616548,0.361852,0.114411,0.719766,0.701066,0.339816,0.35358,0.315141,0.505045,0.136141,0.498113,0.613895,0.19721,0.944136,0.789618,0.171361
0.838478,0.0701779,0.643159,0.493056,0.615573,0.360786,0.131388,0.704413,0.687737,0.364684,0.350219,0.332521,0.560862,0.12041,0.505523,0.601547,0.171324,0.901259,0.776292,0.154535
0.844086,0.0829646,0.637149,0.472175,0.613284,0.365797,0.135598,0.662587,0.719778,0.391717,0.32455,0.314947,0.570089,0.12216,0.52236,0.585061,0.183061,0.898848,0.777937,0.161704
0.844086,0.0829646,0.637149,0.472175,0.613284,0.365797,0.135598,0.662587,0.719778,0.391717,0.32455,0.314947,0.570089,0.12216,0.52236,0.585061,0.183061,0.898848,0.777937,0.161704
0.841137,0.0795483,0.644583,0.46171,0.598352,0.352372,0.136313,0.667183,0.718619,0.384643,0.304716,0.312878,0.551617,0.115955,0.511879,0.596283,0.204742,0.908054,0.781739,0.136307
0.815484,0.0704394,0.652067,0.418136,0.583774,0.337022,0.11827,0.729645,0.721676,0.390909,0.273319,0.330386,0.534797,0.0946029,0.50714,0.620612,0.196053,0.921672,0.824589,0.127253
0.822766,0.0852606,0.671116,0.408984,0.57375,0.334882,0.120655,0.723488,0.734926,0.360893,0.321863,0.336388,0.556845,0.0848825,0.515927,0.650614,0.161769,0.901211,0.819308,0.159891
0.834984,0.0981276,0.663801,0.40461,0.573437,0.349809,0.138834,0.73764,0.733194,0.349002,0.335633,0.333207,0.579275,0.0811907,0.52007,0.658468,0.17602,0.905329,0.817163,0.158571
0.843111,0.084541,0.659147,0.432682,0.577369,0.359124,0.147875,0.741115,0.721347,0.351505,0.335581,0.312939,0.611675,0.121529,0.558385,0.638894,0.197969,0.884264,0.825474,0.116518
0.837336,0.110694,0.656553,0.452114,0.564729,0.331963,0.138528,0.746006,0.722174,0.352492,0.338481,0.324124,0.60607,0.0937777,0.547656,0.630497,0.20035,0.886799,0.838551,0.137054
0.839499,0.0988752,0.687975,0.450013,0.544697,0.312288,0.189137,0.767339,0.739135,0.310133,0.34719,0.333143,0.588177,0.132703,0.554765,0.630756,0.175167,0.888544,0.843823,0.12065
0.846475,0.102953,0.69003,0.414184,0.538064,0.290364,0.200873,0.756702,0.735839,0.276829,0.353814,0.350596,0.595307,0.134674,0.567835,0.6504,0.148771,0.884181,0.864339,0.103239
0.858132,0.110971,0.694798,0.415555,0.554814,0.281726,0.18786,0.762375,0.740232,0.255377,0.345009,0.330356,0.627548,0.145906,0.575649,0.649176,0.136135,0.887132,0.854317,0.0922874
0.849622,0.109404,0.687086,0.400497,0.566244,0.292055,0.177393,0.746617,0.762937,0.287639,0.312622,0.346357,0.627784,0.154205,0.6006,0.66166,0.133967,0.926817,0.88438,0.100114
0.865651,0.114748,0.688156,0.418026,0.559449,0.314801,0.176532,0.755017,0.766623,0.257273,0.332097,0.374117,0.612058,0.129831,0.599692,0.662975,0.153545,0.938592,0.876614,0.10725
0.88114,0.143275,0.669028,0.441326,0.559066,0.322119,0.185248,0.756685,0.800855,0.294444,0.334317,0.381255,0.599445,0.143052,0.587664,0.627428,0.127401,0.970177,0.857138,0.0756111
0.848184,0.138975,0.654966,0.448264,0.527591,0.323352,0.190036,0.747353,0.802412,0.306112,0.338552,0.38873,0.600331,0.147718,0.593118,0.589202,0.135512,0.945838,0.901911,0.103714
0.846294,0.154001,0.655786,0.439941,0.53808,0.340029,0.186406,0.760378,0.795282,0.297303,0.338554,0.39201,0.570892,0.145562,0.582622,0.595635,0.137176,0.929402,0.90186,0.120861
0.868951,0.17361,0.628266,0.42392,0.526391,0.333247,0.197962,0.732924,0.78651,0.282079,0.326329,0.408605,0.569938,0.178949,0.590247,0.593245,0.126381,0.922795,0.924177,0.113471
0.861737,0.150198,0.636167,0.418349,0.525176,0.318688,0.202375,0.712585,0.786274,0.296745,0.31203,0.411634,0.573078,0.192933,0.583589,0.602783,0.130337,0.911935,0.927385,0.137803
0.863453,0.145645,0.664941,0.397744,0.514079,0.344673,0.234656,0.762854,0.775118,0.313717,0.326759,0.401024,0.559781,0.212847,0.580864,0.602001,0.132525,0.933929,0.934342,0.133808
0.866971,0.137168,0.678735,0.413604,0.50783,0.335471,0.233923,0.750015,0.77235,0.328124,0.327971,0.409285,0.603571,0.189803,0.593062,0.62296,0.123054,0.938837,0.952055,0.10834
0.864386,0.122626,0.661047,0.433194,0.518017,0.333917,0.229613,0.742393,0.748336,0.328262,0.334764,0.384024,0.612625,0.177137,0.619672,0.598271,0.0998264,0.899939,0.960681,0.0932362
0.885626,0.127706,0.646993,0.403928,0.533111,0.301848,0.205996,0.725088,0.726579,0.338585,0.337744,0.37921,0.657411,0.154506,0.637614,0.549118,0.123256,0.928515,0.950772,0.144094
0.90793,0.120744,0.646269,0.390837,0.538582,0.259574,0.193633,0.723491,0.687609,0.358616,0.343698,0.380497,0.704751,0.168578,0.596059,0.583175,0.157409,0.965857,0.937268,0.215006
0.93631,0.0910957,0.652671,0.406828,0.515741,0.25336,0.210235,0.704182,0.675322,0.382362,0.315371,0.394571,0.682093,0.148824,0.588859,0.578929,0.158759,0.968308,0.917587,0.221862
0.93631,0.0910957,0.652671,0.406828,0.515741,0.25336,0.210235,0.704182,0.675322,0.382362,0.315371,0.394571,0.682093,0.148824,0.588859,0.578929,0.158759,0.968308,0.917587,0.221862
0.914421,0.0896345,0.639191,0.424773,0.536043,0.263546,0.201279,0.706204,0.667096,0.365519,0.336711,0.395532,0.701057,0.140254,0.597912,0.587674,0.156629,0.991462,0.903951,0.212748
0.914421,0.0896345,0.639191,0.424773,0.536043,0.263546,0.201279,0.706204,0.667096,0.365519,0.336711,0.395532,0.701057,0.140254,0.597912,0.587674,0.156629,0.991462,0.903951,0.212748
0.916226,0.0810372,0.627804,0.415135,0.525578,0.268993,0.210314,0.727634,0.665195,0.34083,0.338969,0.383632,0.725479,0.139785,0.601181,0.576689,0.146458,0.974262,0.895722,0.224814
0.90621,0.103434,0.626967,0.385122,0.572185,0.305462,0.18222,0.716963,0.667516,0.325104,0.369862,0.346968,0.714444,0.135021,0.586468,0.559373,0.129645,0.930922,0.88461,0.219643
0.930348,0.0773754,0.615472,0.396334,0.57572,0.307418,0.162908,0.70626,0.68715,0.329618,0.346017,0.35186,0.709881,0.14402,0.584069,0.539666,0.172043,0.946847,0.886208,0.245546
0.933579,0.0618454,0.644421,0.407479,0.565462,0.27674,0.178227,0.69026,0.686232,0.336511,0.329659,0.345756,0.714012,0.146909,0.588992,0.560681,0.173142,0.92476,0.875136,0.264568
0.925166,0.0392804,0.652602,0.421588,0.55371,0.299877,0.174354,0.701035,0.67881,0.311211,0.311287,0.3645,0.723343,0.129011,0.567901,0.587691,0.159252,0.915095,0.861009,0.226078
0.925166,0.0392804,0.652602,0.421588,0.55371,0.299877,0.174354,0.701035,0.67881,0.311211,0.311287,0.3645,0.723343,0.129011,0.567901,0.587691,0.159252,0.915095,0.861009,0.226078
0.919013,0.0242701,0.658694,0.427503,0.541978,0.278915,0.192233,0.697521,0.675002,0.337112,0.289956,0.351262,0.725407,0.107271,0.544331,0.585519,0.151261,0.882929,0.866753,0.23572
0.916818,0.0502316,0.643805,0.413155,0.564927,0.240401,0.200216,0.724263,0.688707,0.333115,0.300953,0.403088,0.744431,0.125517,0.554174,0.554917,0.165656,0.881632,0.871756,0.20271
0.91283,0.0669321,0.631571,0.42385,0.567429,0.238047,0.18674,0.731778,0.667208,0.348939,0.292547,0.41292,0.734538,0.12757,0.554627,0.554067,0.155631,0.89432,0.889259,0.21369
0.943846,0.0585117,0.618994,0.401603,0.549475,0.259566,0.210416,0.720466,0.665358,0.357374,0.267646,0.411019,0.728488,0.11674,0.546471,0.540242,0.166574,0.880022,0.909651,0.196211
0.935104,0.0523621,0.613333,0.423486,0.570093,0.25642,0.204711,0.707054,0.648689,0.358156,0.238169,0.404677,0.722688,0.148262,0.541822,0.536474,0.156224,0.871456,0.923404,0.176981
0.94211,0.0253896,0.618891,0.429981,0.551261,0.262228,0.212769,0.717714,0.644677,0.365243,0.221218,0.425973,0.723901,0.154895,0.547758,0.552362,0.193378,0.873825,0.917331,0.188671
0.935422,0.0253649,0.632128,0.414387,0.545109,0.274786,0.204552,0.744407,0.64951,0.36592,0.242244,0.391764,0.7337,0.154619,0.540623,0.57322,0.182026,0.861335,0.92859,0.194632
0.935422,0.0253649,0.632128,0.414387,0.545109,0.274786,0.204552,0.744407,0.64951,0.36592,0.242244,0.391764,0.7337,0.154619,0.540623,0.57322,0.182026,0.861335,0.92859,0.194632
0.956458,0.0192511,0.634781,0.413693,0.566051,0.269271,0.198405,0.761744,0.674597,0.357189,0.231478,0.393331,0.690936,0.177614,0.538387,0.56583,0.177913,0.860939,0.933648,0.177661
0.972188,0.0112196,0.654713,0.400381,0.578184,0.255816,0.203778,0.727308,0.644699,0.365088,0.214331,0.390848,0.689054,0.184914,0.538384,0.59478,0.158934,0.863174,0.923399,0.1951
0.977262,0.0179285,0.646935,0.390177,0.598214,0.242725,0.224946,0.741828,0.646668,0.382708,0.213158,0.389179,0.676049,0.192909,0.550204,0.593679,0.170265,0.871306,0.931502,0.191243
0.954038,0.0500641,0.644193,0.405145,0.594056,0.290016,0.228529,0.7562,0.625402,0.35403,0.217437,0.376485,0.649287,0.202181,0.543315,0.596978,0.181415,0.877248,0.927641,0.201797
0.956213,0.0593235,0.6227,0.410504,0.580181,0.278832,0.224404,0.755789,0.613126,0.365501,0.209905,0.368028,0.64704,0.20645,0.544323,0.591269,0.16056,0.890981,0.926025,0.196015
0.954843,0.0684536,0.619692,0.392871,0.578854,0.281702,0.221615,0.751207,0.597243,0.345758,0.232593,0.361684,0.63827,0.216745,0.532651,0.598102,0.136831,0.864247,0.922055,0.187892
0.954591,0.069601,0.621422,0.386099,0.56674,0.293151,0.229682,0.752238,0.604741,0.349396,0.224778,0.343269,0.621392,0.210033,0.560533,0.595071,0.118378,0.866318,0.912424,0.199596
0.920674,0.0698779,0.608301,0.40005,0.564344,0.29699,0.241626,0.761793,0.609941,0.362659,0.200865,0.339506,0.650534,0.201873,0.540676,0.596703,0.106795,0.871137,0.921783,0.225999
0.91967,0.0570093,0.625856,0.405789,0.565194,0.288005,0.245673,0.775642,0.632601,0.372384,0.193971,0.343065,0.645384,0.208175,0.537303,0.603283,0.106732,0.871303,0.924783,0.21545
0.91967,0.0570093,0.625856,0.405789,0.565194,0.288005,0.245673,0.775642,0.632601,0.372384,0.193971,0.343065,0.645384,0.208175,0.537303,0.603283,0.106732,0.871303,0.924783,0.21545
0.905368,0.0930858,0.614903,0.411551,0.572309,0.297662,0.233976,0.72547,0.627458,0.342375,0.197978,0.372719,0.648487,0.236159,0.515459,0.600451,0.0904593,0.893272,0.929156,0.245849
0.905368,0.0930858,0.614903,0.411551,0.572309,0.297662,0.233976,0.72547,0.627458,0.342375,0.197978,0.372719,0.648487,0.236159,0.515459,0.600451,0.0904593,0.893272,0.929156,0.245849
0.907339,0.105055,0.617481,0.40759,0.554472,0.288903,0.230102,0.708502,0.618639,0.323417,0.182179,0.368864,0.642872,0.245962,0.497141,0.588156,0.121716,0.8805,0.907986,0.238255
0.889205,0.116811,0.632193,0.443167,0.592362,0.263103,0.218299,0.703391,0.631295,0.320717,0.179759,0.339413,0.619671,0.224511,0.484458,0.611816,0.0959573,0.849561,0.911595,0.257073
0.905103,0.11563,0.630691,0.443964,0.593234,0.2584,0.200839,0.706392,0.622346,0.316709,0.182162,0.333957,0.625684,0.216392,0.48377,0.586856,0.0917469,0.849939,0.901013,0.255214
0.93011,0.0996832,0.631922,0.427874,0.589508,0.265621,0.215749,0.696122,0.613859,0.307667,0.18557,0.33751,0.619136,0.218324,0.486184,0.603204,0.0848929,0.869115,0.900175,0.253624
0.944484,0.0905873,0.628495,0.438464,0.614589,0.270622,0.217648,0.691355,0.610183,0.308455,0.153071,0.309659,0.619881,0.213125,0.47992,0.631426,0.0876777,0.863384,0.886285,0.261879
0.96035,0.0789934,0.632661,0.434385,0.630032,0.267028,0.203909,0.70159,0.618865,0.305648,0.157763,0.310763,0.618014,0.21326,0.482824,0.625536,0.0776278,0.868656,0.880047,0.249509
0.989927,0.0967645,0.638688,0.401372,0.630177,0.273088,0.216597,0.689607,0.617536,0.282899,0.126637,0.312527,0.621746,0.19133,0.487362,0.624749,0.0458479,0.846541,0.827991,0.213926
0.994726,0.0943192,0.624804,0.404409,0.595895,0.286765,0.204609,0.693551,0.635163,0.280815,0.142632,0.294622,0.596713,0.210651,0.516177,0.614722,0.076707,0.87417,0.821377,0.206347
0.973895,0.12452,0.637525,0.451012,0.595214,0.279442,0.208333,0.65216,0.598238,0.253295,0.185251,0.299365,0.645731,0.189386,0.509901,0.62344,0.11244,0.87946,0.840695,0.192076
0.970703,0.111633,0.633212,0.491919,0.545552,0.282023,0.222655,0.664493,0.607399,0.225804,0.224726,0.297337,0.648144,0.195144,0.543764,0.590654,0.139716,0.861684,0.827746,0.183079
0.955018,0.106415,0.632987,0.471131,0.548897,0.316687,0.195331,0.644089,0.644585,0.220236,0.239961,0.298443,0.644558,0.18156,0.572683,0.621548,0.132183,0.855324,0.796242,0.191677
0.952594,0.120173,0.621272,0.461467,0.522747,0.342176,0.176445,0.639169,0.66488,0.237237,0.236093,0.291398,0.664929,0.186001,0.578091,0.615465,0.142128,0.850496,0.808363,0.209911
0.964241,0.0918705,0.62284,0.427186,0.507677,0.362769,0.193867,0.637791,0.665165,0.209373,0.274526,0.309543,0.713646,0.175172,0.559313,0.611764,0.169817,0.877212,0.807454,0.212258
0.964388,0.0877931,0.617955,0.415085,0.497762,0.360519,0.201737,0.648615,0.680286,0.184723,0.266338,0.308549,0.73566,0.193899,0.57329,0.599724,0.17818,0.867388,0.814435,0.220884
0.982287,0.0985223,0.610683,0.422234,0.502184,0.352111,0.182769,0.673774,0.707881,0.201577,0.270171,0.339838,0.737176,0.190958,0.564556,0.57622,0.129664,0.849188,0.832655,0.205183
0.982287,0.0985223,0.610683,0.422234,0.502184,0.352111,0.182769,0.673774,0.707881,0.201577,0.270171,0.339838,0.737176,0.190958,0.564556,0.57622,0.129664,0.849188,0.832655,0.205183
0.996738,0.112185,0.622196,0.414177,0.518043,0.376209,0.198502,0.696789,0.704571,0.195066,0.26273,0.346113,0.73147,0.182473,0.532433,0.586259,0.138542,0.845533,0.826815,0.219801
0.977186,0.0614435,0.621836,0.405469,0.528189,0.344029,0.187145,0.672799,0.714907,0.191125,0.261599,0.365247,0.733036,0.155285,0.514276,0.570538,0.158628,0.838485,0.814922,0.217216
0.993752,0.0478428,0.621656,0.384893,0.532013,0.317001,0.173096,0.675159,0.705427,0.219048,0.26044,0.399545,0.720825,0.163802,0.486138,0.528001,0.0889864,0.842394,0.827592,0.246039
0.998432,0.0784269,0.627639,0.372344,0.522396,0.328326,0.179484,0.689921,0.700849,0.212057,0.260762,0.383931,0.700444,0.165476,0.480168,0.536554,0.0797651,0.841066,0.808807,0.234611
0.998432,0.0784269,0.627639,0.372344,0.522396,0.328326,0.179484,0.689921,0.700849,0.212057,0.260762,0.383931,0.700444,0.165476,0.480168,0.536554,0.0797651,0.841066,0.808807,0.234611
0.981357,0.109157,0.631101,0.375804,0.537177,0.31801,0.162402,0.6741,0.714305,0.195148,0.23144,0.373681,0.70818,0.190097,0.503786,0.549206,0.0947899,0.866139,0.799615,0.210106
0.981112,0.12852,0.613875,0.364143,0.535265,0.321157,0.163717,0.647905,0.662147,0.195148,0.231959,0.344676,0.716547,0.184983,0.45891,0.550776,0.0976283,0.845451,0.804766,0.213903
0.969134,0.126165,0.622392,0.377027,0.525172,0.292794,0.159871,0.651289,0.643737,0.180219,0.192616,0.352359,0.689632,0.168474,0.446929,0.558807,0.111603,0.824217,0.759984,0.176786
0.979805,0.128457,0.61236,0.424503,0.52524,0.301711,0.170287,0.672775,0.663563,0.184972,0.17412,0.35046,0.691316,0.151411,0.451184,0.556228,0.117665,0.850401,0.722261,0.135412
0.932659,0.151695,0.617592,0.463875,0.521911,0.297737,0.195777,0.654448,0.687939,0.186843,0.171343,0.347699,0.697413,0.185578,0.414614,0.537159,0.123618,0.865238,0.759487,0.176427
0.916297,0.157771,0.62902,0.448825,0.524326,0.305169,0.205549,0.652945,0.708062,0.198622,0.179485,0.347615,0.688929,0.181019,0.415125,0.539709,0.120638,0.871392,0.77568,0.180348
0.937734,0.192,0.620882,0.450669,0.497854,0.31764,0.196392,0.647873,0.715152,0.179204,0.160362,0.381576,0.656413,0.167602,0.424279,0.549737,0.150069,0.88998,0.772987,0.14195
0.937734,0.192,0.620882,0.450669,0.497854,0.31764,0.196392,0.647873,0.715152,0.179204,0.160362,0.381576,0.656413,0.167602,0.424279,0.549737,0.150069,0.88998,0.772987,0.14195
0.960761,0.164968,0.615313,0.461985,0.485158,0.326749,0.174158,0.63595,0.693597,0.221902,0.166611,0.371905,0.662873,0.147323,0.451692,0.56831,0.153764,0.911375,0.731501,0.10544
0.989613,0.144107,0.623466,0.443075,0.458893,0.327576,0.181808,0.636423,0.684082,0.217045,0.184761,0.372666,0.669622,0.15464,0.454035,0.604503,0.173667,0.899398,0.702827,0.120873
0.997587,0.163445,0.624551,0.458252,0.464931,0.332389,0.171089,0.640571,0.688265,0.210446,0.181746,0.35684,0.652609,0.15652,0.439745,0.603781,0.179238,0.886407,0.706637,0.114096
0.962511,0.17905,0.63663,0.438886,0.444038,0.349875,0.180421,0.644761,0.685502,0.220216,0.190808,0.32469,0.622285,0.11047,0.442813,0.634321,0.207297,0.914789,0.699916,0.12695
0.959728,0.189293,0.631757,0.467039,0.45568,0.343789,0.158905,0.656705,0.701048,0.193766,0.21856,0.297574,0.622212,0.105361,0.463752,0.642758,0.207744,0.903928,0.704463,0.133145
0.959728,0.189293,0.631757,0.467039,0.45568,0.343789,0.158905,0.656705,0.701048,0.193766,0.21856,0.297574,0.622212,0.105361,0.463752,0.642758,0.207744,0.903928,0.704463,0.133145
0.959728,0.189293,0.631757,0.467039,0.45568,0.343789,0.158905,0.656705,0.701048,0.193766,0.21856,0.297574,0.622212,0.105361,0.463752,0.642758,0.207744,0.903928,0.704463,0.133145
0.973264,0.179277,0.625567,0.463039,0.462064,0.355484,0.17986,0.662545,0.698342,0.199764,0.212976,0.283523,0.606529,0.102869,0.479876,0.648155,0.214242,0.918576,0.700518,0.138922
0.951835,0.168924,0.603951,0.503721,0.473165,0.356749,0.185613,0.685638,0.664744,0.232079,0.150194,0.346296,0.595365,0.103185,0.479002,0.617327,0.211793,0.912879,0.718781,0.13724
0.955194,0.132331,0.631485,0.504309,0.466196,0.339256,0.186565,0.681107,0.700407,0.251881,0.154798,0.339887,0.589137,0.119482,0.463825,0.617806,0.229184,0.907585,0.73792,0.168203
0.948064,0.136143,0.640219,0.500298,0.487337,0.337124,0.172937,0.681494,0.707936,0.236569,0.165505,0.319372,0.600607,0.114243,0.456328,0.608508,0.218243,0.914789,0.735877,0.181398
0.931215,0.117267,0.650589,0.481818,0.48432,0.336737,0.159574,0.693718,0.716791,0.23574,0.17463,0.305286,0.574079,0.139359,0.449622,0.618231,0.206166,0.905994,0.736658,0.187322
0.945747,0.12554,0.653128,0.487088,0.48314,0.341126,0.18058,0.703233,0.721074,0.209042,0.182396,0.290275,0.569732,0.176925,0.474764,0.62689,0.245324,0.9088,0.751102,0.186752
0.975169,0.16043,0.636989,0.477177,0.477484,0.335881,0.177814,0.687491,0.708616,0.210388,0.204063,0.297892,0.556697,0.182829,0.446449,0.60324,0.225778,0.90107,0.724703,0.175753
0.97027,0.144082,0.644278,0.47266,0.499891,0.350178,0.205536,0.701154,0.707109,0.205179,0.201032,0.309238,0.554075,0.205318,0.433413,0.613132,0.237228,0.912865,0.737872,0.157574
0.988073,0.133371,0.649535,0.470413,0.49424,0.349872,0.203909,0.685823,0.703447,0.220911,0.188768,0.303912,0.549576,0.208038,0.422775,0.605275,0.222439,0.900947,0.742054,0.174654
0.978687,0.103953,0.652131,0.430883,0.50071,0.373762,0.205511,0.667477,0.708219,0.214325,0.185263,0.307718,0.588461,0.170233,0.407874,0.610912,0.225382,0.878993,0.743852,0.192001
0.939182,0.131165,0.628925,0.47124,0.476006,0.401802,0.2263,0.659155,0.719926,0.168995,0.194746,0.327298,0.57392,0.169528,0.414383,0.611949,0.246471,0.889496,0.760779,0.205101
0.940631,0.135105,0.611791,0.464488,0.520015,0.410717,0.22683,0.662859,0.719804,0.166526,0.167411,0.351452,0.577073,0.19032,0.40485,0.594968,0.252754,0.88324,0.788644,0.183784
0.940492,0.128178,0.612048,0.461478,0.520974,0.410612,0.214779,0.668398,0.718724,0.175779,0.15331,0.359541,0.585129,0.190818,0.404264,0.593106,0.236458,0.899728,0.773686,0.169046
0.940492,0.128178,0.612048,0.461478,0.520974,0.410612,0.214779,0.668398,0.718724,0.175779,0.15331,0.359541,0.585129,0.190818,0.404264,0.593106,0.236458,0.899728,0.773686,0.169046
0.939546,0.131069,0.617253,0.464582,0.512908,0.409913,0.222961,0.649514,0.696316,0.195835,0.177514,0.367016,0.587761,0.186938,0.400879,0.590388,0.238585,0.885456,0.758559,0.138726
0.939546,0.131069,0.617253,0.464582,0.512908,0.409913,0.222961,0.649514,0.696316,0.195835,0.177514,0.367016,0.587761,0.186938,0.400879,0.590388,0.238585,0.885456,0.758559,0.138726
0.928673,0.15166,0.622279,0.434639,0.567854,0.427826,0.200565,0.641679,0.724249,0.199266,0.191473,0.365748,0.598495,0.140908,0.425411,0.58805,0.218215,0.89938,0.784011,0.164142
