0.18191 0.160035 0.212275 0.26832 0.21266 0.24056 0.109425 0.166145 0.22621 0.011715 
0.100533 0.100069 0.11479 0.134625 0.124333 0.126532 0.0734165 0.082712 0.110534 0.017327 
0.053878 0.0620015 0.0568235 0.0568928 0.0673366 0.0584368 0.0532568 0.0411405 0.0477954 0.0206392 
0.080615 0.07779 0.079775 0.051845 0.033015 0.06375 -0.002555 0.09109 0.07441 -0.006005 
0.0367335 0.0337835 0.0356425 0.0157155 0.0179695 0.025379 -0.0006455 0.0324865 0.027047 0.000811 
0.0189537 0.0167438 0.0174155 0.0051117 0.0116994 0.0115166 0.000303816 0.0124164 0.0111958 0.00289018 
0.0051 -0.000955 0.00142 0.0174 -0.001355 0.004795 -0.019485 0.022265 0.00124 -0.00775 
0.003598 0.001032 2.6e-05 0.0050625 -0.0006935 0.0025475 -0.0076535 0.008115 -0.0004395 -0.003282 
0.00253887 0.00157427 -0.000346201 0.00139644 -0.000408813 0.0013996 -0.00382584 0.00319156 -0.000992736 -0.00172083 
0.072645 0.064345 0.03823 -0.031355 0.07322 0.07378 0.006165 -0.006485 0.064505 -0.00693 
0.0269365 0.0254565 0.026887 -0.0198705 0.0398315 0.026089 0.0075085 0.0034325 0.0206345 -0.0012105 
0.0106212 0.0115361 0.0202477 -0.0159618 0.0247118 0.00964235 0.00744964 0.00658511 0.00627385 0.000875609 
