'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_uu_g2','InvCoshPar_uu_g3','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_ud_g2','InvCoshPar_ud_g3','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_us_g2','InvCoshPar_us_g3','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1','InvCoshPar_ss_g2','InvCoshPar_ss_g3'
1.6668,0.646975,0.552067,-0.0409808,-0.0418696,0.957115,0.702426,0.485468,0.131882,-0.0927858,0.561527,1.07717,-0.0896203,-0.30133,0.0200185,1.58675,0.57234,0.668234,0.220963,-0.0810902
1.65678,0.721784,0.554055,-0.0435258,-0.0290029,0.921648,0.879335,0.487496,0.143415,-0.0960012,0.541211,1.22378,-0.0627566,-0.316693,0.0153477,1.62061,0.605754,0.628516,0.196593,-0.0808782
1.58008,0.605775,0.626075,-0.0861483,-0.0235174,0.820638,0.873804,0.503547,0.138868,-0.0986388,0.490412,1.34545,-0.129912,-0.306994,0.0117688,1.58212,0.677037,0.712515,0.242149,-0.0898906
1.62595,0.681728,0.538362,-0.071037,-0.0250511,0.839642,0.620664,0.485925,0.11653,-0.0997212,0.390333,1.47126,-0.0818965,-0.325622,0.0191821,1.5447,0.536644,0.692521,0.228634,-0.0985281
1.6599,0.623427,0.545901,-0.0440761,-0.0365971,0.873107,0.466479,0.436431,0.135147,-0.0966735,0.48061,1.40456,-0.0995482,-0.311597,0.0234898,1.5002,0.588974,0.747563,0.228046,-0.098462
1.63588,0.484115,0.571402,-0.0406402,-0.033542,0.811034,0.614983,0.438319,0.120153,-0.0968673,0.506167,1.28631,-0.121481,-0.312251,0.0235257,1.52037,0.729537,0.762816,0.244786,-0.0957476
1.63588,0.484115,0.571402,-0.0406402,-0.033542,0.811034,0.614983,0.438319,0.120153,-0.0968673,0.506167,1.28631,-0.121481,-0.312251,0.0235257,1.52037,0.729537,0.762816,0.244786,-0.0957476
1.63588,0.484115,0.571402,-0.0406402,-0.033542,0.811034,0.614983,0.438319,0.120153,-0.0968673,0.506167,1.28631,-0.121481,-0.312251,0.0235257,1.52037,0.729537,0.762816,0.244786,-0.0957476
1.61479,0.420133,0.607572,-0.0513794,-0.0285138,0.854488,0.709598,0.376944,0.118218,-0.0921892,0.539882,1.1124,-0.147802,-0.306531,0.0194568,1.53924,0.825228,0.708148,0.235908,-0.0885315
1.68194,0.591338,0.605594,-0.0376541,-0.0341783,0.830605,0.623819,0.380138,0.108418,-0.0912745,0.557968,1.06599,-0.0528665,-0.309803,0.0284399,1.59528,1.00833,0.694905,0.26208,-0.0811224
1.65098,0.666879,0.593224,-0.0394195,-0.0407769,0.802492,0.463134,0.341774,0.125656,-0.0922152,0.610615,1.13915,-0.0669927,-0.320319,0.0223145,1.61987,0.603219,0.654391,0.254345,-0.0826779
1.61237,0.600308,0.610372,-0.0395621,-0.0510509,0.879097,0.508601,0.371999,0.101981,-0.0870603,0.62873,1.03274,-0.0678407,-0.330861,0.0228376,1.5937,0.785778,0.545731,0.275704,-0.0798814
1.65476,0.567044,0.662328,-0.0660629,-0.0444853,0.931869,0.562347,0.242877,0.140965,-0.0914656,0.62011,0.949208,-0.0649767,-0.336998,0.0239204,1.60405,0.911337,0.661095,0.273083,-0.0827694
1.61135,0.717737,0.667912,-0.0717846,-0.0389075,0.962723,0.723725,0.232412,0.122003,-0.0903087,0.665375,1.0539,-0.104137,-0.350302,0.0250288,1.60898,0.971457,0.656529,0.274618,-0.0809842
1.61013,0.818926,0.545566,-0.0665685,-0.0377228,0.926154,0.909921,0.24097,0.107216,-0.0959652,0.607716,1.0018,-0.0340075,-0.353354,0.0382156,1.59248,1.20236,0.689047,0.301563,-0.0859997
1.65272,0.932752,0.578424,-0.0288086,-0.0457236,0.870666,0.839153,0.250969,0.121094,-0.0937527,0.646916,0.961674,0.00973056,-0.363314,0.043845,1.54545,1.18934,0.671473,0.325014,-0.0858256
1.65642,0.813444,0.571485,-0.0538827,-0.0524365,0.86792,0.812773,0.257654,0.115265,-0.0963928,0.66963,1.00719,0.0447645,-0.350184,0.0458466,1.53516,1.1602,0.591589,0.331894,-0.0757802
1.65559,0.691395,0.623502,-0.12044,-0.0672363,0.933791,0.888624,0.354948,0.138245,-0.0907118,0.703637,0.999195,0.0918357,-0.375066,0.046356,1.44414,1.18529,0.543803,0.308038,-0.0732179
1.70617,0.927526,0.601754,-0.124112,-0.0529853,0.909449,0.57615,0.396534,0.127378,-0.103333,0.732037,1.03431,0.0997135,-0.359302,0.0379058,1.44824,1.39903,0.497044,0.314396,-0.0668817
1.71308,0.837681,0.558873,-0.115089,-0.0479142,0.876966,0.547106,0.343281,0.151162,-0.0920017,0.747371,1.05832,0.057249,-0.369726,0.0360249,1.40501,1.17726,0.480083,0.308348,-0.0596621
1.73173,0.814037,0.580537,-0.0900865,-0.0540225,0.89446,0.776847,0.363191,0.151099,-0.0988254,0.79904,1.16885,0.0427585,-0.360375,0.0242338,1.41369,1.10203,0.511568,0.323322,-0.0630458
1.73173,0.814037,0.580537,-0.0900865,-0.0540225,0.89446,0.776847,0.363191,0.151099,-0.0988254,0.79904,1.16885,0.0427585,-0.360375,0.0242338,1.41369,1.10203,0.511568,0.323322,-0.0630458
1.7348,0.809747,0.548113,-0.0367,-0.0502955,0.908351,0.751983,0.383024,0.136731,-0.0902632,0.848184,1.26515,-0.0222427,-0.364054,0.0263649,1.44728,0.769472,0.513512,0.289513,-0.0559395
1.71511,0.675522,0.523421,-0.0624026,-0.0538909,0.91043,0.58192,0.343833,0.107327,-0.0770715,0.814495,1.35854,0.074429,-0.310402,0.0358913,1.46652,0.907061,0.578662,0.312601,-0.0492829
1.73298,0.699326,0.518125,-0.0342297,-0.0551735,0.890874,0.665407,0.380505,0.116908,-0.0790355,0.830782,1.44864,0.0141483,-0.331197,0.0366912,1.45396,0.671822,0.558004,0.319133,-0.051424
1.73275,0.733938,0.551064,-0.0266074,-0.049277,0.873741,0.797322,0.419117,0.129483,-0.0683794,0.817415,1.48401,-0.00731724,-0.336169,0.0423904,1.45719,0.651939,0.573435,0.311184,-0.0635896
1.7538,0.756738,0.539829,-0.00273195,-0.044197,0.906224,0.562081,0.451027,0.135259,-0.0712295,0.778834,1.38806,0.0194632,-0.373823,0.0425056,1.46101,0.74856,0.602855,0.290416,-0.0631772
1.75375,1.01092,0.577741,-0.02781,-0.0420041,0.892027,0.614043,0.406526,0.154358,-0.0700614,0.78182,1.52545,-0.041047,-0.377477,0.0390045,1.45511,0.734647,0.635575,0.310929,-0.0605458
1.74095,0.691964,0.593714,-0.0521531,-0.0441627,0.890383,0.54198,0.465675,0.154037,-0.0778993,0.740566,1.44129,-0.0557127,-0.388696,0.033499,1.47164,0.754702,0.637343,0.261274,-0.06839
1.76199,0.5596,0.60442,-0.0662447,-0.0325449,0.910603,0.427405,0.493429,0.175196,-0.0718893,0.694302,1.21684,-0.0167917,-0.400909,0.031045,1.49444,0.635707,0.589422,0.272824,-0.0683811
1.75958,0.563537,0.594662,-0.0758962,-0.0295991,0.881093,0.499926,0.508873,0.160255,-0.0733025,0.745721,1.35065,-0.0448895,-0.403345,0.0267973,1.54332,0.811638,0.561069,0.266281,-0.0728021
1.77186,0.379382,0.54269,-0.0503085,-0.0349376,0.936629,0.588549,0.508705,0.158942,-0.0822887,0.694561,1.40602,-0.0969577,-0.433619,0.0162788,1.48064,0.708426,0.614997,0.289491,-0.0628003
1.70218,0.433296,0.551152,-0.0253809,-0.0184416,0.963996,0.47559,0.497241,0.165424,-0.0918409,0.701686,1.41552,-0.0986235,-0.418807,0.0155296,1.48378,0.822,0.618409,0.26282,-0.0548556
1.65368,0.651555,0.545074,-0.0246333,-0.0242379,0.944378,0.286803,0.539614,0.148628,-0.0824842,0.660552,1.2304,-0.0554033,-0.41777,0.0197153,1.53733,0.643936,0.622469,0.243549,-0.0511214
1.64084,0.510857,0.548276,-0.0478987,-0.0325719,0.881142,0.346424,0.547012,0.186557,-0.0871576,0.617838,1.28853,-0.089263,-0.36217,0.0159703,1.52809,0.70234,0.689786,0.222952,-0.0542919
1.66682,0.257697,0.585495,-0.0582658,-0.0278771,0.892443,0.509083,0.484638,0.18906,-0.0921012,0.588645,1.06279,-0.13131,-0.3545,0.0158646,1.52792,0.617558,0.758908,0.214133,-0.0581103
1.76428,0.379918,0.615284,-0.0790019,-0.0200265,0.935189,0.408983,0.464143,0.184575,-0.084661,0.547804,1.28524,-0.160969,-0.368156,0.0273446,1.5129,0.547074,0.761752,0.261947,-0.0610792
1.72659,0.406006,0.596857,-0.0710103,-0.0205982,0.947287,0.489605,0.495098,0.18877,-0.0879803,0.551926,1.30089,-0.117622,-0.37292,0.0275356,1.45903,0.630827,0.741667,0.291071,-0.0658996
1.73284,0.387803,0.569102,-0.0756664,-0.0169236,0.983849,0.593549,0.470447,0.197179,-0.0963977,0.537577,1.29788,-0.162417,-0.374957,0.0232926,1.446,0.830123,0.771331,0.279429,-0.0734424
1.72044,0.494208,0.565692,-0.0912693,-0.0151982,0.981621,0.733789,0.454018,0.199352,-0.101143,0.568388,1.11728,-0.0945637,-0.392438,0.0182539,1.42621,1.04899,0.739145,0.251611,-0.0789043
1.7576,0.463584,0.544026,-0.0602452,-0.0228611,0.951753,0.75491,0.471586,0.19838,-0.105628,0.57898,1.28383,-0.107878,-0.376543,0.015786,1.40493,1.50468,0.74876,0.24641,-0.0762729
1.74411,0.351306,0.578239,-0.0587064,-0.0240826,0.968156,0.79825,0.42064,0.186887,-0.112661,0.586646,1.09197,-0.0709571,-0.399921,0.0174367,1.41588,1.34532,0.725845,0.269667,-0.0793847
1.73507,0.205966,0.615077,-0.0325937,-0.024605,0.883933,0.899959,0.351647,0.136913,-0.1116,0.551553,1.29866,-0.00298063,-0.349595,0.0118235,1.45863,1.31978,0.767598,0.247838,-0.0934062
1.72584,0.425535,0.617533,-0.0704254,-0.0315873,0.889198,1.00166,0.361667,0.125717,-0.104864,0.580411,1.247,0.0206548,-0.370893,0.0117916,1.47957,1.60192,0.690261,0.233344,-0.0936565
1.74094,0.304034,0.623035,-0.0739279,-0.0289905,0.928617,0.978435,0.35838,0.137457,-0.101509,0.602125,1.36708,0.0292743,-0.38051,0.0172933,1.43176,1.58326,0.706194,0.23564,-0.0927235
1.74841,0.311817,0.599296,-0.100085,-0.0230382,0.924541,0.921814,0.337702,0.14416,-0.110233,0.60339,1.16622,-0.0531889,-0.331074,0.0150322,1.41112,1.66816,0.639239,0.246644,-0.0933498
1.7493,0.274229,0.566605,-0.0982182,-0.025552,0.910078,0.824223,0.386474,0.160575,-0.111271,0.632638,1.25922,9.00156e-06,-0.330299,0.0144442,1.41641,1.59925,0.649807,0.22786,-0.102019
1.77923,0.623079,0.583149,-0.137216,-0.0235219,0.896519,0.935097,0.360995,0.146492,-0.115329,0.677576,1.42099,-0.023009,-0.344663,0.0207378,1.44733,1.5507,0.606585,0.243926,-0.0975538
1.77671,0.809918,0.595194,-0.130772,-0.028599,0.917346,0.945487,0.337436,0.162937,-0.108939,0.677354,1.36409,-0.0238675,-0.329592,0.0199807,1.47779,1.56978,0.613077,0.224859,-0.103703
1.82401,0.695881,0.586383,-0.12354,-0.0315158,0.946236,0.888597,0.340612,0.156537,-0.104708,0.636568,1.37492,-0.000542135,-0.349838,0.0116095,1.45576,1.40591,0.591335,0.198708,-0.101145
1.85049,0.71031,0.565819,-0.123749,-0.0261839,0.987851,0.897461,0.451738,0.176851,-0.106808,0.656999,1.2935,0.0254403,-0.347981,0.0124668,1.53002,1.11349,0.587919,0.185144,-0.10639
1.85373,0.581666,0.564204,-0.0978465,-0.0208656,0.997595,0.876552,0.520247,0.18514,-0.111723,0.641457,1.18018,0.0668865,-0.359225,0.00723217,1.53759,1.2289,0.498149,0.174407,-0.105294
1.85598,0.619561,0.568971,-0.0948382,-0.0175391,0.994681,0.854256,0.539092,0.179617,-0.110835,0.610204,1.13721,0.0724026,-0.351591,0.00822321,1.54757,1.22292,0.560905,0.172282,-0.10346
1.83405,0.357618,0.555399,-0.115531,-0.023246,1.01586,0.933364,0.504586,0.184455,-0.109365,0.62635,1.20769,0.0300515,-0.327497,0.00212273,1.53978,1.02708,0.570589,0.176848,-0.103544
1.81405,0.226404,0.579141,-0.1373,-0.0286723,1.0252,0.958564,0.476944,0.189005,-0.106733,0.615274,1.25284,0.0315771,-0.34155,0.00459012,1.52543,1.23155,0.567858,0.160706,-0.0986679
1.80149,0.277475,0.582877,-0.14343,-0.0223138,0.996728,0.862142,0.487075,0.191146,-0.102501,0.632395,1.29551,0.0483896,-0.346755,0.00291004,1.50837,1.46265,0.593239,0.202284,-0.102691
1.78047,0.428904,0.566303,-0.0884693,-0.0184796,0.933853,1.01411,0.521557,0.13895,-0.100609,0.620983,1.40965,0.0883132,-0.334107,0.00706723,1.50879,1.47593,0.565087,0.216615,-0.100979
1.74332,0.427594,0.533631,-0.0955064,-0.0256426,0.937201,1.03228,0.41566,0.147655,-0.0987959,0.619966,1.71893,0.0501791,-0.367203,0.01143,1.46264,1.44877,0.647431,0.196075,-0.100564
1.77561,0.318797,0.58003,-0.0985407,-0.0211112,0.904058,1.0589,0.375308,0.167785,-0.0957151,0.611904,1.49702,0.0327057,-0.345711,0.0117202,1.50924,1.47324,0.610272,0.180088,-0.0948533
1.72021,0.371963,0.636365,-0.107679,-0.0133645,0.898659,1.30319,0.469416,0.170972,-0.0844983,0.548268,1.52089,0.0582203,-0.302369,0.0176827,1.55045,1.23975,0.603748,0.187537,-0.0980199
1.67466,0.534976,0.558204,-0.10234,-0.0170412,0.890336,1.55042,0.44569,0.170333,-0.090803,0.496071,1.44544,0.0996412,-0.284792,0.0307724,1.55228,1.25552,0.635271,0.210301,-0.100618
1.66084,0.491722,0.558433,-0.103503,-0.0109001,0.908767,1.35482,0.448174,0.171096,-0.0879399,0.50403,1.50706,0.112989,-0.291737,0.0313027,1.56651,1.25336,0.614774,0.193917,-0.0988447
1.5886,0.328978,0.55238,-0.0785673,-0.0132323,0.949447,1.32633,0.426908,0.172035,-0.0950299,0.554983,1.54004,0.0609762,-0.305943,0.032581,1.50983,1.15684,0.61023,0.207154,-0.0934023
1.63806,0.078818,0.545708,-0.0587843,-0.0359174,0.95745,1.50804,0.517843,0.170137,-0.0984277,0.51401,1.70033,0.0615996,-0.298962,0.0165301,1.45928,1.41983,0.614894,0.235033,-0.0995612
1.59286,0.21407,0.580047,-0.0875737,-0.0354502,0.925168,1.50738,0.494217,0.180142,-0.0937977,0.567014,1.47031,0.024978,-0.296565,0.0130629,1.4712,1.38026,0.55563,0.228418,-0.0945462
1.62017,0.155162,0.573191,-0.0769837,-0.027073,0.93467,1.52045,0.484684,0.176466,-0.0935347,0.505266,1.28095,0.0264689,-0.301764,0.0109707,1.52482,1.40004,0.544168,0.214528,-0.091789
1.60385,0.157906,0.567866,-0.0481006,-0.0290729,0.947227,1.466,0.457324,0.1832,-0.0881061,0.493114,1.49964,0.0555349,-0.327314,0.0161958,1.52179,1.38846,0.589193,0.210565,-0.0893779
1.57743,0.280109,0.557279,-0.0419093,-0.0295589,0.936037,1.33702,0.396414,0.196261,-0.0926946,0.535938,1.5238,0.0101203,-0.310821,0.0202297,1.52791,1.465,0.600686,0.20847,-0.090091
1.55391,0.436563,0.53205,-0.00275163,-0.0270384,1.00302,1.40078,0.395876,0.20688,-0.0825062,0.53928,1.65487,0.0761455,-0.293535,0.00729397,1.56642,1.5938,0.634344,0.191174,-0.0702069
1.55477,0.511829,0.540241,-0.00560316,-0.028816,1.00863,1.32878,0.408609,0.198252,-0.0795852,0.541261,1.68019,0.0897605,-0.282842,0.0123071,1.54879,1.60529,0.641881,0.206345,-0.071133
1.52115,0.474067,0.4904,0.0234324,-0.0378374,1.00292,1.27487,0.420318,0.209864,-0.080908,0.553919,1.76211,0.16144,-0.294263,0.0166501,1.53445,1.51749,0.623524,0.199565,-0.0639433
1.60491,0.736771,0.468899,-0.00172598,-0.03949,1.01944,0.79622,0.41502,0.206921,-0.0760738,0.554706,1.78645,0.200147,-0.302701,0.0261325,1.49233,1.44916,0.695119,0.160035,-0.068745
1.58038,0.748746,0.451139,-0.00809872,-0.0451456,0.927926,0.661726,0.461777,0.206001,-0.0769776,0.53635,1.85784,0.20455,-0.295413,0.0161886,1.4336,1.42692,0.668072,0.183022,-0.0681051
1.58716,0.863209,0.476246,-0.0238987,-0.0540823,0.916961,0.774153,0.428544,0.189345,-0.0747458,0.508111,1.86915,0.186779,-0.288508,0.016236,1.44545,1.2489,0.683509,0.174987,-0.0606294
1.60888,0.920076,0.446001,-0.0303066,-0.0500814,0.905295,0.83712,0.422352,0.180727,-0.076451,0.511135,1.74269,0.187405,-0.301215,0.0166909,1.48797,1.22268,0.691081,0.138656,-0.0592711
1.56914,0.883789,0.417147,-0.0507008,-0.0487585,0.914274,0.685245,0.443264,0.172602,-0.0922009,0.448655,2.02525,0.14742,-0.309798,0.0167193,1.56288,1.1283,0.633153,0.150918,-0.0632522
1.61125,0.681212,0.388282,-0.0712193,-0.046689,0.926702,0.820341,0.411403,0.13394,-0.0881197,0.459446,2.17642,0.141299,-0.320726,0.0161193,1.53215,1.19266,0.701588,0.13842,-0.0666446
1.59087,0.995024,0.381298,-0.100707,-0.038878,0.884196,0.960974,0.430461,0.149729,-0.0910016,0.497482,2.2288,0.0965212,-0.316288,0.0136036,1.53364,1.26672,0.661336,0.116842,-0.0660673
1.61049,0.79173,0.401799,-0.114478,-0.0396487,0.892789,0.983964,0.370243,0.116747,-0.0900441,0.479198,2.07249,0.0713744,-0.345918,0.0102207,1.48697,1.16221,0.660799,0.101076,-0.0697258
1.61049,0.79173,0.401799,-0.114478,-0.0396487,0.892789,0.983964,0.370243,0.116747,-0.0900441,0.479198,2.07249,0.0713744,-0.345918,0.0102207,1.48697,1.16221,0.660799,0.101076,-0.0697258
1.59987,0.766952,0.398495,-0.129536,-0.0461437,0.901918,0.928405,0.384414,0.120852,-0.0960235,0.520995,2.07607,0.0745564,-0.373336,0.0145922,1.47212,1.06381,0.635723,0.105041,-0.0670066
1.55246,0.787907,0.432976,-0.114497,-0.043406,0.92122,0.779055,0.331056,0.116814,-0.100502,0.528292,1.99471,0.0242488,-0.362386,0.0179935,1.41885,1.10573,0.60566,0.0692928,-0.0729909
1.58373,0.433465,0.429325,-0.0912243,-0.0363627,0.945579,0.745148,0.340495,0.100759,-0.106128,0.568187,1.98303,-0.0417709,-0.350018,0.0159323,1.45652,1.21199,0.637364,0.0937877,-0.0612283
1.55317,0.566456,0.42889,-0.0610355,-0.0396481,0.955045,0.775853,0.320295,0.0459169,-0.109085,0.508144,1.79808,-0.0420963,-0.345053,0.0151583,1.44118,1.11603,0.637872,0.0978384,-0.0683046
1.58053,0.429547,0.442814,-0.0756278,-0.0337047,0.926123,0.791842,0.330187,0.0418661,-0.105937,0.511338,1.81613,-0.0263184,-0.340189,0.0129399,1.41728,1.19805,0.616202,0.0792044,-0.0659117
1.59288,0.520253,0.435692,-0.0592386,-0.0316309,0.943087,0.714281,0.316594,0.0525459,-0.11096,0.509912,1.7989,-0.0534057,-0.346405,0.00309899,1.43166,1.2735,0.644838,0.0664438,-0.0712113
1.5558,0.521347,0.443292,0.00378222,-0.0412248,0.927801,1.0531,0.36653,0.0455511,-0.0906148,0.456732,1.83831,-0.029907,-0.324182,0.0028113,1.34772,1.265,0.671121,0.111548,-0.0683246
1.56743,0.657854,0.420608,-0.0112735,-0.05664,0.948703,1.28837,0.367394,0.0545758,-0.0849132,0.481464,1.89865,-0.00983944,-0.353184,0.000606675,1.3778,1.33495,0.620469,0.120716,-0.0646905
1.55148,0.607835,0.441527,0.0036777,-0.0608669,0.922212,1.29131,0.354191,0.0282397,-0.0981511,0.440657,1.74823,-0.0327016,-0.353854,0.0193082,1.30398,1.47087,0.614969,0.184362,-0.0771522
1.59921,0.55978,0.42936,0.0243604,-0.0609154,0.87116,1.4797,0.375284,0.0282859,-0.0953406,0.385763,1.81149,-0.0631951,-0.354084,0.0150114,1.33342,1.34493,0.636483,0.1795,-0.0804316
1.64589,0.497313,0.409433,0.0217365,-0.0581649,0.899391,1.14343,0.380054,0.0437298,-0.112513,0.525009,1.51252,-0.0886174,-0.351164,0.0189956,1.35188,1.1605,0.562366,0.179127,-0.0841624
1.63699,0.572313,0.433087,0.0029891,-0.072656,0.936372,0.779367,0.388843,0.039326,-0.111195,0.646263,1.45967,-0.133765,-0.375234,0.0277376,1.36377,1.07629,0.60582,0.191963,-0.0757878
1.60656,0.549987,0.441492,0.0279526,-0.0761944,0.902659,0.809443,0.377736,0.0470262,-0.111024,0.657246,1.43841,-0.113558,-0.351582,0.0343212,1.33947,1.13492,0.602548,0.19316,-0.0734173
1.57108,0.610235,0.464236,0.0326859,-0.0775054,0.903742,0.737373,0.415176,0.0407042,-0.105369,0.698112,1.41809,-0.16386,-0.37526,0.0371252,1.36979,1.14315,0.595494,0.178889,-0.0822224
1.52112,0.6689,0.479621,0.0337451,-0.0771631,0.94374,0.766107,0.389629,0.0362146,-0.101655,0.728171,1.47383,-0.113216,-0.370928,0.0327385,1.3638,1.24189,0.582364,0.198886,-0.08668
