# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.257492 -----------------
#dely    BF    dB     BFVar
0.050  0.3089  0.0002  0.0026
0.150  0.2924  0.0002  0.0028
0.250  0.2741  0.0002  0.0026
0.350  0.2590  0.0002  0.0026
0.450  0.2430  0.0002  0.0026
0.550  0.2208  0.0001  0.0019
0.650  0.1993  0.0001  0.0028
0.750  0.1744  0.0001  0.0022
0.850  0.1492  0.0001  0.0019
0.950  0.1245  0.0001  0.0012
1.050  0.1000  0.0001  0.0023
1.150  0.0772  0.0001  0.0051
1.250  0.0571  0.0001  0.0013
1.350  0.0408  0.0001  0.0018
1.450  0.0274  0.0000  0.0008
1.550  0.0162  0.0000  0.0007
1.650  0.0082  0.0000  0.0005
1.750  0.0023  0.0000  0.0002
