# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0942093 -----------------
#dely    BF
0.050 -0.1386 -0.0001
0.150 -0.1265 -0.0001
0.250 -0.1173 -0.0001
0.350 -0.0985 -0.0001
0.450 -0.0842 -0.0001
0.550 -0.0737 -0.0001
0.650 -0.0609 -0.0001
0.750 -0.0524 -0.0001
0.850 -0.0419 -0.0001
0.950 -0.0362 -0.0001
1.050 -0.0293 -0.0001
1.150 -0.0247 -0.0001
1.250 -0.0199 -0.0000
1.350 -0.0151 -0.0000
1.450 -0.0111 -0.0000
1.550 -0.0073 -0.0000
1.650 -0.0037 -0.0000
1.750 -0.0009 -0.0000
