# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.075034 -----------------
#dely    BF    dB     BFVar
0.050  0.1112  0.0001  0.0018
0.150  0.1031  0.0001  0.0016
0.250  0.0941  0.0001  0.0017
0.350  0.0852  0.0001  0.0016
0.450  0.0759  0.0000  0.0021
0.550  0.0658  0.0000  0.0022
0.650  0.0545  0.0000  0.0010
0.750  0.0451  0.0000  0.0014
0.850  0.0363  0.0000  0.0012
0.950  0.0276  0.0000  0.0007
1.050  0.0198  0.0000  0.0012
1.150  0.0132  0.0000  0.0006
1.250  0.0086  0.0000  0.0004
1.350  0.0051  0.0000  0.0004
1.450  0.0029  0.0000  0.0007
1.550  0.0015  0.0000  0.0003
1.650  0.0004  0.0000  0.0002
1.750  0.0001  0.0000  0.0006
