# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.401945 -----------------
#dely    BF    dB     BFVar
0.050  0.6743  0.0003  0.0041
0.150  0.6142  0.0003  0.0053
0.250  0.5440  0.0003  0.0041
0.350  0.4683  0.0002  0.0054
0.450  0.3957  0.0002  0.0050
0.550  0.3257  0.0002  0.0051
0.650  0.2610  0.0002  0.0029
0.750  0.2050  0.0002  0.0045
0.850  0.1578  0.0001  0.0027
0.950  0.1188  0.0001  0.0017
1.050  0.0887  0.0001  0.0021
1.150  0.0626  0.0001  0.0011
1.250  0.0429  0.0001  0.0008
1.350  0.0283  0.0000  0.0009
1.450  0.0170  0.0000  0.0009
1.550  0.0097  0.0000  0.0010
1.650  0.0045  0.0000  0.0004
1.750  0.0010  0.0000  0.0001
