# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00226504 -----------------
#dely    BF    dB     BFVar
0.050 -0.0539 -0.0000  0.0033
0.150 -0.0478 -0.0000  0.0023
0.250 -0.0364 -0.0000  0.0051
0.350 -0.0275 -0.0000  0.0015
0.450 -0.0144 -0.0000  0.0028
0.550 -0.0042 -0.0000  0.0033
0.650  0.0042  0.0000  0.0015
0.750  0.0139  0.0000  0.0010
0.850  0.0174  0.0000  0.0013
0.950  0.0205  0.0000  0.0012
1.050  0.0210  0.0000  0.0014
1.150  0.0211  0.0000  0.0014
1.250  0.0199  0.0000  0.0010
1.350  0.0171  0.0000  0.0006
1.450  0.0137  0.0000  0.0008
1.550  0.0088  0.0000  0.0003
1.650  0.0037  0.0000  0.0003
1.750  0.0004  0.0000  0.0001
