# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0443156 -----------------
#dely    BF    dB     BFVar
0.050 -0.0740 -0.0009  0.0099
0.150 -0.0673 -0.0008  0.0058
0.250 -0.0676 -0.0009  0.0274
0.350 -0.0555 -0.0008  0.0036
0.450 -0.0454 -0.0007  0.0044
0.550 -0.0394 -0.0006  0.0031
0.650 -0.0332 -0.0006  0.0032
0.750 -0.0204 -0.0004  0.0020
0.850 -0.0156 -0.0004  0.0042
0.950 -0.0107 -0.0003  0.0012
1.050 -0.0092 -0.0003  0.0086
1.150 -0.0026 -0.0001  0.0006
1.250 -0.0017 -0.0001  0.0008
1.350 -0.0007 -0.0001  0.0003
1.450  0.0001  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
