# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0986693 -----------------
#dely    BF
0.050  0.1786  0.0069
0.150  0.1750  0.0070
0.250  0.1813  0.0072
0.350  0.1243  0.0055
0.450  0.0968  0.0049
0.550  0.0830  0.0044
0.650  0.0531  0.0033
0.750  0.0407  0.0030
0.850  0.0267  0.0022
0.950  0.0108  0.0012
1.050  0.0102  0.0013
1.150  0.0085  0.0013
1.250 -0.0017 -0.0004
1.350 -0.0013 -0.0003
1.450  0.0005  0.0003
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
