# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.205893 -----------------
#dely    BF    dB     BFVar
0.050  0.2739  0.0002  0.0013
0.150  0.2582  0.0002  0.0027
0.250  0.2398  0.0002  0.0013
0.350  0.2190  0.0002  0.0015
0.450  0.1982  0.0002  0.0024
0.550  0.1762  0.0001  0.0011
0.650  0.1544  0.0001  0.0015
0.750  0.1307  0.0001  0.0008
0.850  0.1088  0.0001  0.0013
0.950  0.0875  0.0001  0.0009
1.050  0.0685  0.0001  0.0014
1.150  0.0520  0.0001  0.0014
1.250  0.0373  0.0001  0.0008
1.350  0.0260  0.0000  0.0007
1.450  0.0167  0.0000  0.0005
1.550  0.0089  0.0000  0.0005
1.650  0.0028  0.0000  0.0001
1.750  0.0003  0.0000  0.0001
