# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.114525 -----------------
#dely    BF    dB     BFVar
0.050  0.2250  0.0007  0.0037
0.150  0.2106  0.0007  0.0098
0.250  0.1840  0.0006  0.0075
0.350  0.1537  0.0006  0.0053
0.450  0.1202  0.0005  0.0027
0.550  0.0901  0.0004  0.0020
0.650  0.0641  0.0003  0.0029
0.750  0.0430  0.0002  0.0017
0.850  0.0272  0.0002  0.0024
0.950  0.0155  0.0001  0.0011
1.050  0.0080  0.0001  0.0007
1.150  0.0032  0.0000  0.0005
1.250  0.0009  0.0000  0.0006
1.350 -0.0001 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0001
1.550 -0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
