# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0412285 -----------------
#dely    BF
0.050 -0.0538 -0.0005
0.150 -0.0494 -0.0004
0.250 -0.0500 -0.0005
0.350 -0.0443 -0.0004
0.450 -0.0411 -0.0004
0.550 -0.0379 -0.0004
0.650 -0.0334 -0.0004
0.750 -0.0273 -0.0004
0.850 -0.0231 -0.0003
0.950 -0.0180 -0.0003
1.050 -0.0126 -0.0002
1.150 -0.0102 -0.0002
1.250 -0.0063 -0.0002
1.350 -0.0034 -0.0001
1.450 -0.0013 -0.0001
1.550 -0.0003 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
