# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0392587 -----------------
#dely    BF
0.050 -0.3114 -0.0203
0.150 -0.3707 -0.0234
0.250 -0.3413 -0.0214
0.350 -0.2597 -0.0172
0.450 -0.2586 -0.0167
0.550 -0.2417 -0.0159
0.650 -0.2458 -0.0170
0.750 -0.2089 -0.0152
0.850 -0.1324 -0.0100
0.950 -0.1183 -0.0088
1.050 -0.1076 -0.0085
1.150 -0.0908 -0.0072
1.250 -0.0819 -0.0065
1.350 -0.0647 -0.0052
1.450 -0.0693 -0.0059
1.550 -0.0290 -0.0025
1.650 -0.0451 -0.0041
1.750 -0.0364 -0.0032
1.850 -0.0501 -0.0046
1.950 -0.0543 -0.0054
2.050 -0.0564 -0.0059
2.150 -0.0252 -0.0024
2.250 -0.0239 -0.0026
2.350 -0.0173 -0.0019
2.450 -0.0382 -0.0043
2.550 -0.0416 -0.0049
2.650 -0.0188 -0.0024
2.750 -0.0208 -0.0025
2.850 -0.0442 -0.0056
2.950 -0.0112 -0.0015
3.050 -0.0141 -0.0018
3.150  0.0082  0.0011
3.250  0.0099  0.0015
3.350  0.0546  0.0082
3.450  0.0104  0.0017
3.550  0.0166  0.0025
3.650  0.0235  0.0035
3.750  0.0822  0.0133
3.850  0.0548  0.0106
3.950  0.0805  0.0143
4.050  0.0794  0.0139
4.150  0.0639  0.0133
4.250  0.0647  0.0149
4.350  0.0723  0.0158
4.450  0.0640  0.0156
4.550  0.0280  0.0078
4.650  0.2246  0.0476
4.750  0.1350  0.0290
4.850  0.0273  0.0091
4.950  0.0329  0.0092
5.050  0.0205  0.0053
5.150  0.0195  0.0071
5.250 -0.0148 -0.0047
5.350 -0.0036 -0.0014
5.450  0.0594  0.0174
5.550  0.2071  0.0623
5.650  0.0356  0.0120
5.750  0.0414  0.0126
5.850  0.0840  0.0270
5.950  0.1031  0.0436
6.050 -0.0390 -0.0139
6.150  0.0105  0.0035
6.250  0.0715  0.0241
6.350  0.0850  0.0354
6.450  0.0408  0.0187
6.550  0.1577  0.0674
6.650  0.0020  0.0011
6.750 -0.0145 -0.0103
6.850  0.0279  0.0200
6.950  0.0335  0.0241
7.050  0.0008  0.0006
7.150 -0.0053 -0.0031
7.250  0.0357  0.0256
7.350  0.0179  0.0080
7.450  0.0000  0.0000
7.550  0.1186  0.0860
7.650  0.0917  0.0432
7.750  0.0372  0.0372
7.850  0.0413  0.0413
7.950 -0.0198 -0.0141
8.050  0.0070  0.0049
8.150  0.0771  0.0591
8.250  0.1043  0.0572
8.350  0.0000  0.0000
8.450  0.0000  0.0000
8.550  0.0049  0.0049
8.650  0.0000  0.0000
8.750  0.0136  0.0079
8.850  0.0000  0.0000
8.950  0.0000  0.0000
9.050  0.0000  0.0000
9.150  0.0000  0.0000
9.250  0.0098  0.0098
9.350  0.0081  0.0081
9.450 -0.0080 -0.0080
9.550  0.0182  0.0182
9.650  0.0000  0.0000
9.750  0.0000  0.0000
9.850  0.1312  0.1066
9.950  0.0000  0.0000
10.050  0.0000  0.0000
10.150  0.0000  0.0000
10.250  0.0000  0.0000
10.350  0.0005  0.0004
10.450  0.0000  0.0000
10.550  0.0000  0.0000
10.650  0.0000  0.0000
10.750  0.0000  0.0000
10.850  0.1491  0.1491
10.950  0.0000  0.0000
11.050  0.0000  0.0000
11.150  0.0828  0.0828
11.250  0.0000  0.0000
11.350  0.0000  0.0000
11.450  0.0000  0.0000
11.550  0.0000  0.0000
11.650  0.0000  0.0000
11.750  0.0000  0.0000
11.850  0.0000  0.0000
11.950  0.0000  0.0000
