# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0271178 -----------------
#dely    BF    dB     BFVar
0.050  0.0565  0.0002  0.0024
0.150  0.0497  0.0001  0.0016
0.250  0.0412  0.0001  0.0024
0.350  0.0314  0.0001  0.0018
0.450  0.0226  0.0001  0.0018
0.550  0.0160  0.0001  0.0017
0.650  0.0129  0.0001  0.0013
0.750  0.0099  0.0001  0.0008
0.850  0.0089  0.0001  0.0008
0.950  0.0071  0.0001  0.0005
1.050  0.0061  0.0001  0.0008
1.150  0.0043  0.0001  0.0003
1.250  0.0027  0.0000  0.0002
1.350  0.0014  0.0000  0.0002
1.450  0.0005  0.0000  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
