# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.251214 -----------------
#dely    BF    dB     BFVar
0.050  0.4255  0.0002  0.0071
0.150  0.3917  0.0002  0.0041
0.250  0.3485  0.0002  0.0041
0.350  0.3018  0.0002  0.0063
0.450  0.2555  0.0002  0.0034
0.550  0.2101  0.0001  0.0029
0.650  0.1659  0.0001  0.0034
0.750  0.1282  0.0001  0.0029
0.850  0.0962  0.0001  0.0018
0.950  0.0698  0.0001  0.0012
1.050  0.0480  0.0001  0.0027
1.150  0.0313  0.0000  0.0009
1.250  0.0195  0.0000  0.0007
1.350  0.0113  0.0000  0.0023
1.450  0.0059  0.0000  0.0005
1.550  0.0024  0.0000  0.0004
1.650  0.0005  0.0000  0.0001
1.750  0.0000  0.0000  0.0000
