# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0257364 -----------------
#dely    BF
0.050 -0.0282 -0.0013
0.150 -0.0321 -0.0016
0.250 -0.0230 -0.0011
0.350 -0.0366 -0.0020
0.450 -0.0438 -0.0024
0.550 -0.0248 -0.0016
0.650 -0.0186 -0.0013
0.750 -0.0172 -0.0014
0.850 -0.0114 -0.0011
0.950 -0.0098 -0.0010
1.050 -0.0031 -0.0004
1.150 -0.0052 -0.0008
1.250 -0.0021 -0.0004
1.350 -0.0020 -0.0004
1.450  0.0004  0.0001
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
