# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.28503 -----------------
#dely    BF    dB     BFVar
0.050  0.5292  0.0003  0.0042
0.150  0.4765  0.0002  0.0030
0.250  0.4202  0.0002  0.0021
0.350  0.3557  0.0002  0.0040
0.450  0.2940  0.0002  0.0032
0.550  0.2303  0.0001  0.0043
0.650  0.1776  0.0001  0.0032
0.750  0.1330  0.0001  0.0018
0.850  0.0948  0.0001  0.0022
0.950  0.0639  0.0001  0.0054
1.050  0.0412  0.0000  0.0016
1.150  0.0232  0.0000  0.0017
1.250  0.0117  0.0000  0.0006
1.350  0.0041  0.0000  0.0015
1.450 -0.0003 -0.0000  0.0007
1.550 -0.0019 -0.0000  0.0004
1.650 -0.0021 -0.0000  0.0004
1.750 -0.0008 -0.0000  0.0007
