# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=-0.00807801 -----------------
#dely    BF
0.050 -0.0196 -0.0031
0.150 -0.0608 -0.0093
0.250 -0.0045 -0.0007
0.350 -0.0097 -0.0018
0.450  0.0214  0.0049
0.550 -0.0143 -0.0034
0.650 -0.0009 -0.0003
0.750  0.0052  0.0018
0.850  0.0069  0.0040
0.950  0.0000  0.0000
1.050  0.0047  0.0024
1.150 -0.0093 -0.0093
1.250  0.0000  0.0000
1.350  0.0000  0.0000
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
