# ICODE=321, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.1, BARYON_FUDGE=0.666667
# ------- normalization=0.0106386 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0254  0.0001 -0.0152  0.0316  0.0090
0.150  0.0230  0.0001 -0.0144  0.0295  0.0080
0.250  0.0199  0.0001 -0.0132  0.0259  0.0071
0.350  0.0160  0.0000 -0.0117  0.0216  0.0060
0.450  0.0111  0.0000 -0.0103  0.0170  0.0043
0.550  0.0068  0.0000 -0.0087  0.0129  0.0026
0.650  0.0040  0.0000 -0.0072  0.0096  0.0016
0.750  0.0019  0.0000 -0.0056  0.0065  0.0011
0.850  0.0005  0.0000 -0.0043  0.0041  0.0006
0.950 -0.0003 -0.0000 -0.0030  0.0025  0.0003
1.050 -0.0006 -0.0000 -0.0020  0.0013  0.0001
1.150 -0.0006 -0.0000 -0.0012  0.0006  0.0000
1.250 -0.0004 -0.0000 -0.0006  0.0002  0.0000
1.350 -0.0002 -0.0000 -0.0003  0.0001  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
