# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.2
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.175, BARYON_FUDGE=0.65
# ------- normalization=0.223825 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3395  0.0001  0.0547  0.1061  0.1787
0.150  0.3167  0.0001  0.0517  0.0983  0.1667
0.250  0.2875  0.0001  0.0478  0.0887  0.1510
0.350  0.2560  0.0001  0.0439  0.0776  0.1346
0.450  0.2230  0.0001  0.0393  0.0661  0.1176
0.550  0.1902  0.0001  0.0350  0.0549  0.1004
0.650  0.1580  0.0001  0.0307  0.0444  0.0830
0.750  0.1282  0.0001  0.0264  0.0347  0.0670
0.850  0.1012  0.0000  0.0221  0.0264  0.0527
0.950  0.0777  0.0000  0.0184  0.0194  0.0399
1.050  0.0574  0.0000  0.0149  0.0138  0.0287
1.150  0.0409  0.0000  0.0116  0.0094  0.0198
1.250  0.0278  0.0000  0.0088  0.0061  0.0129
1.350  0.0176  0.0000  0.0062  0.0036  0.0078
1.450  0.0102  0.0000  0.0040  0.0019  0.0042
1.550  0.0049  0.0000  0.0022  0.0008  0.0019
1.650  0.0013  0.0000  0.0008  0.0002  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
