# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0872469 -----------------
#dely    BF    dB     BFVar
0.050  0.0610  0.0000  0.0020
0.150  0.0604  0.0000  0.0024
0.250  0.0607  0.0000  0.0020
0.350  0.0653  0.0000  0.0016
0.450  0.0682  0.0000  0.0026
0.550  0.0697  0.0000  0.0019
0.650  0.0696  0.0000  0.0015
0.750  0.0685  0.0000  0.0019
0.850  0.0642  0.0001  0.0018
0.950  0.0605  0.0001  0.0016
1.050  0.0535  0.0001  0.0019
1.150  0.0465  0.0001  0.0013
1.250  0.0387  0.0000  0.0009
1.350  0.0318  0.0000  0.0013
1.450  0.0242  0.0000  0.0030
1.550  0.0166  0.0000  0.0005
1.650  0.0099  0.0000  0.0005
1.750  0.0032  0.0000  0.0002
