# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.271632 -----------------
#dely    BF
0.050  0.4310  0.0027
0.150  0.3952  0.0026
0.250  0.3536  0.0024
0.350  0.3117  0.0022
0.450  0.2734  0.0021
0.550  0.2319  0.0019
0.650  0.1865  0.0016
0.750  0.1455  0.0014
0.850  0.1049  0.0011
0.950  0.0926  0.0011
1.050  0.0567  0.0007
1.150  0.0491  0.0007
1.250  0.0401  0.0007
1.350  0.0250  0.0005
1.450  0.0056  0.0001
1.550  0.0077  0.0002
1.650  0.0059  0.0002
1.750 -0.0000 -0.0000
