# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.204, SIGMA_HAD=0.437534
# NSAMPLE=10000000, Tblast=76.3185, UPERPblast(x,y)=(0.7671,0.7671)
# SOVERUD=0.639, QUARK_ENTROPY_RATIO=0.1991, BARYON_FUDGE=0.6386
# ------- normalization=0.0127518 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0301  0.0003 -0.0152  0.0368  0.0086
0.150  0.0268  0.0002 -0.0144  0.0334  0.0078
0.250  0.0232  0.0002 -0.0136  0.0300  0.0069
0.350  0.0206  0.0002 -0.0102  0.0247  0.0061
0.450  0.0137  0.0002 -0.0098  0.0194  0.0041
0.550  0.0084  0.0001 -0.0087  0.0146  0.0025
0.650  0.0042  0.0001 -0.0072  0.0100  0.0014
0.750  0.0024  0.0000 -0.0054  0.0069  0.0009
0.850  0.0007  0.0000 -0.0045  0.0047  0.0006
0.950 -0.0000 -0.0000 -0.0030  0.0026  0.0004
1.050 -0.0008 -0.0000 -0.0021  0.0013  0.0001
1.150 -0.0010 -0.0000 -0.0016  0.0007  0.0000
1.250 -0.0003 -0.0000 -0.0005  0.0002  0.0000
1.350 -0.0003 -0.0000 -0.0003  0.0001  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
