# ICODE=211, JCODE=-211
# SIGMA_QGP=1.204, SIGMA_HAD=0.437534
# NSAMPLE=10000000, Tblast=76.3185, UPERPblast(x,y)=(0.7671,0.7671)
# SOVERUD=0.639, QUARK_ENTROPY_RATIO=0.1991, BARYON_FUDGE=0.6386
# ------- normalization=0.212359 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3047  0.0003  0.0596  0.0723  0.1729
0.150  0.2859  0.0003  0.0557  0.0669  0.1634
0.250  0.2627  0.0003  0.0513  0.0603  0.1511
0.350  0.2371  0.0003  0.0472  0.0526  0.1372
0.450  0.2114  0.0002  0.0434  0.0453  0.1227
0.550  0.1833  0.0002  0.0381  0.0379  0.1072
0.650  0.1555  0.0002  0.0332  0.0302  0.0921
0.750  0.1293  0.0002  0.0295  0.0238  0.0760
0.850  0.1041  0.0002  0.0251  0.0183  0.0607
0.950  0.0799  0.0002  0.0206  0.0134  0.0459
1.050  0.0598  0.0001  0.0170  0.0093  0.0336
1.150  0.0437  0.0001  0.0138  0.0064  0.0235
1.250  0.0298  0.0001  0.0103  0.0042  0.0154
1.350  0.0188  0.0001  0.0075  0.0024  0.0089
1.450  0.0109  0.0001  0.0046  0.0013  0.0049
1.550  0.0052  0.0000  0.0026  0.0006  0.0021
1.650  0.0014  0.0000  0.0008  0.0001  0.0005
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
