# ICODE=321, JCODE=-321
# SIGMA_QGP=1.204, SIGMA_HAD=0.437534
# NSAMPLE=10000000, Tblast=76.3185, UPERPblast(x,y)=(0.7671,0.7671)
# SOVERUD=0.639, QUARK_ENTROPY_RATIO=0.1991, BARYON_FUDGE=0.6386
# ------- normalization=0.0586774 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0891  0.0005  0.0725  0.0110  0.0056
0.150  0.0855  0.0005  0.0698  0.0105  0.0053
0.250  0.0780  0.0004  0.0640  0.0090  0.0050
0.350  0.0675  0.0004  0.0556  0.0074  0.0045
0.450  0.0605  0.0004  0.0505  0.0061  0.0039
0.550  0.0509  0.0004  0.0431  0.0046  0.0032
0.650  0.0432  0.0004  0.0372  0.0033  0.0027
0.750  0.0338  0.0003  0.0293  0.0022  0.0022
0.850  0.0267  0.0003  0.0236  0.0015  0.0015
0.950  0.0200  0.0003  0.0180  0.0009  0.0011
1.050  0.0139  0.0002  0.0129  0.0005  0.0006
1.150  0.0092  0.0002  0.0085  0.0002  0.0004
1.250  0.0051  0.0001  0.0048  0.0001  0.0002
1.350  0.0022  0.0001  0.0022  0.0000  0.0000
1.450  0.0009  0.0001  0.0009  0.0000  0.0000
1.550  0.0002  0.0000  0.0002  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
