# SIGMA_QGP=0.8764, SIGMA_HAD=0.643541
# NSAMPLE=10000000, Tblast=81.9831, UPERPblast(x,y)=(0.6818,0.6818)
# SOVERUD=0.8132, QUARK_ENTROPY_RATIO=0.2966, BARYON_FUDGE=0.6877
# ------- normalization=0.22916 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3120  0.0002  0.1181  0.0212  0.1726
0.150  0.2895  0.0002  0.1107  0.0203  0.1586
0.250  0.2677  0.0002  0.1030  0.0185  0.1462
0.350  0.2434  0.0002  0.0925  0.0173  0.1336
0.450  0.2164  0.0002  0.0829  0.0147  0.1188
0.550  0.1909  0.0002  0.0743  0.0135  0.1030
0.650  0.1666  0.0002  0.0664  0.0111  0.0891
0.750  0.1428  0.0002  0.0570  0.0099  0.0760
0.850  0.1185  0.0002  0.0490  0.0069  0.0626
0.950  0.0957  0.0001  0.0401  0.0057  0.0498
1.050  0.0756  0.0001  0.0323  0.0048  0.0385
1.150  0.0588  0.0001  0.0268  0.0039  0.0281
1.250  0.0438  0.0001  0.0205  0.0030  0.0203
1.350  0.0290  0.0001  0.0139  0.0015  0.0136
1.450  0.0210  0.0001  0.0107  0.0017  0.0086
1.550  0.0120  0.0000  0.0064  0.0007  0.0049
1.650  0.0062  0.0000  0.0035  0.0004  0.0023
1.750  0.0017  0.0000  0.0010  0.0001  0.0006
