# ICODE=2212, JCODE=-2212
# SIGMA_QGP=0.8764, SIGMA_HAD=0.643541
# NSAMPLE=10000000, Tblast=81.9831, UPERPblast(x,y)=(0.6818,0.6818)
# SOVERUD=0.8132, QUARK_ENTROPY_RATIO=0.2966, BARYON_FUDGE=0.6877
# ------- normalization=0.0787414 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1104  0.0016  0.2958 -0.1854  0.0000
0.150  0.1171  0.0017  0.2937 -0.1766  0.0000
0.250  0.0940  0.0015  0.2494 -0.1555  0.0000
0.350  0.0937  0.0016  0.2253 -0.1316  0.0000
0.450  0.0901  0.0017  0.1966 -0.1065  0.0000
0.550  0.0745  0.0015  0.1572 -0.0827  0.0000
0.650  0.0614  0.0014  0.1283 -0.0669  0.0000
0.750  0.0451  0.0012  0.0911 -0.0460  0.0000
0.850  0.0417  0.0014  0.0729 -0.0312  0.0000
0.950  0.0268  0.0011  0.0460 -0.0192  0.0000
1.050  0.0165  0.0009  0.0262 -0.0097  0.0000
1.150  0.0115  0.0008  0.0161 -0.0047  0.0000
1.250  0.0029  0.0003  0.0055 -0.0027  0.0000
1.350  0.0015  0.0003  0.0019 -0.0004  0.0000
1.450  0.0004  0.0002  0.0004  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
