# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.06077 -----------------
#dely    BF
0.050  0.0906  0.0043
0.150  0.0887  0.0043
0.250  0.0795  0.0040
0.350  0.0904  0.0048
0.450  0.0662  0.0038
0.550  0.0501  0.0030
0.650  0.0444  0.0032
0.750  0.0338  0.0028
0.850  0.0214  0.0020
0.950  0.0174  0.0018
1.050  0.0079  0.0012
1.150  0.0082  0.0011
1.250  0.0065  0.0012
1.350  0.0025  0.0005
1.450 -0.0008 -0.0003
1.550  0.0007  0.0005
1.650  0.0000  0.0000
1.750  0.0000  0.0000
