# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.223753 -----------------
#dely    BF
0.050  0.3088  0.0025
0.150  0.2977  0.0024
0.250  0.2858  0.0025
0.350  0.2359  0.0021
0.450  0.2321  0.0022
0.550  0.1985  0.0020
0.650  0.1632  0.0018
0.750  0.1380  0.0016
0.850  0.1069  0.0014
0.950  0.0864  0.0013
1.050  0.0626  0.0010
1.150  0.0439  0.0008
1.250  0.0332  0.0007
1.350  0.0233  0.0006
1.450  0.0136  0.0004
1.550  0.0058  0.0003
1.650  0.0017  0.0001
1.750 -0.0000 -0.0000
