# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.288444 -----------------
#dely    BF
0.050  0.4838  0.0027
0.150  0.4724  0.0028
0.250  0.4004  0.0025
0.350  0.3422  0.0023
0.450  0.2948  0.0021
0.550  0.2317  0.0018
0.650  0.1782  0.0015
0.750  0.1516  0.0015
0.850  0.1010  0.0011
0.950  0.0836  0.0010
1.050  0.0479  0.0007
1.150  0.0389  0.0006
1.250  0.0289  0.0005
1.350  0.0182  0.0004
1.450  0.0078  0.0002
1.550  0.0029  0.0001
1.650 -0.0002 -0.0000
1.750  0.0002  0.0000
