# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1274, SIGMA_HAD=0.691434
# NSAMPLE=10000000, Tblast=75.2477, UPERPblast(x,y)=(0.7597,0.7597)
# SOVERUD=0.9588, QUARK_ENTROPY_RATIO=0.1763, BARYON_FUDGE=0.6621
# ------- normalization=0.078222 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1206  0.0020  0.1471 -0.0264  0.0000
0.150  0.1221  0.0020  0.1474 -0.0253  0.0000
0.250  0.1046  0.0018  0.1273 -0.0227  0.0000
0.350  0.0946  0.0018  0.1136 -0.0190  0.0000
0.450  0.0835  0.0017  0.1003 -0.0168  0.0000
0.550  0.0650  0.0015  0.0781 -0.0132  0.0000
0.650  0.0552  0.0014  0.0653 -0.0101  0.0000
0.750  0.0462  0.0014  0.0531 -0.0069  0.0000
0.850  0.0364  0.0013  0.0416 -0.0052  0.0000
0.950  0.0237  0.0010  0.0262 -0.0025  0.0000
1.050  0.0158  0.0008  0.0179 -0.0021  0.0000
1.150  0.0094  0.0007  0.0099 -0.0005  0.0000
1.250  0.0038  0.0004  0.0044 -0.0006  0.0000
1.350  0.0010  0.0002  0.0013 -0.0002  0.0000
1.450  0.0003  0.0001  0.0002  0.0000  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
