# ICODE=211, JCODE=-321
# SIGMA_QGP=1.1274, SIGMA_HAD=0.691434
# NSAMPLE=10000000, Tblast=75.2477, UPERPblast(x,y)=(0.7597,0.7597)
# SOVERUD=0.9588, QUARK_ENTROPY_RATIO=0.1763, BARYON_FUDGE=0.6621
# ------- normalization=0.013332 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0188  0.0000  0.0035  0.0036  0.0118
0.150  0.0179  0.0000  0.0027  0.0036  0.0116
0.250  0.0175  0.0000  0.0028  0.0033  0.0114
0.350  0.0166  0.0000  0.0028  0.0029  0.0108
0.450  0.0141  0.0000  0.0021  0.0025  0.0096
0.550  0.0126  0.0000  0.0022  0.0021  0.0083
0.650  0.0104  0.0000  0.0018  0.0018  0.0068
0.750  0.0085  0.0000  0.0014  0.0014  0.0058
0.850  0.0064  0.0000  0.0010  0.0011  0.0042
0.950  0.0043  0.0000  0.0010  0.0007  0.0026
1.050  0.0029  0.0000  0.0009  0.0005  0.0015
1.150  0.0018  0.0000  0.0006  0.0004  0.0008
1.250  0.0009  0.0000  0.0004  0.0002  0.0003
1.350  0.0003  0.0000  0.0002  0.0001  0.0001
1.450  0.0002  0.0000  0.0001  0.0001  0.0000
1.550  0.0001  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000 -0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
