# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00181976 -----------------
#dely    BF    dB     BFVar
0.050 -0.0233 -0.0001  0.0033
0.150 -0.0214 -0.0001  0.0023
0.250 -0.0184 -0.0001  0.0051
0.350 -0.0128 -0.0001  0.0028
0.450 -0.0069 -0.0000  0.0020
0.550 -0.0006 -0.0000  0.0016
0.650  0.0049  0.0000  0.0012
0.750  0.0085  0.0000  0.0032
0.850  0.0097  0.0001  0.0009
0.950  0.0111  0.0001  0.0007
1.050  0.0106  0.0001  0.0007
1.150  0.0089  0.0001  0.0012
1.250  0.0062  0.0001  0.0004
1.350  0.0035  0.0001  0.0004
1.450  0.0015  0.0000  0.0002
1.550  0.0003  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
