# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.157567 -----------------
#dely    BF    dB     BFVar
0.050  0.1266  0.0001  0.0046
0.150  0.1244  0.0001  0.0033
0.250  0.1261  0.0001  0.0025
0.350  0.1280  0.0001  0.0035
0.450  0.1334  0.0001  0.0028
0.550  0.1344  0.0001  0.0022
0.650  0.1323  0.0001  0.0017
0.750  0.1264  0.0001  0.0016
0.850  0.1177  0.0001  0.0018
0.950  0.1057  0.0001  0.0017
1.050  0.0909  0.0001  0.0014
1.150  0.0751  0.0001  0.0009
1.250  0.0586  0.0001  0.0013
1.350  0.0432  0.0001  0.0009
1.450  0.0299  0.0001  0.0009
1.550  0.0164  0.0001  0.0006
1.650  0.0059  0.0000  0.0003
1.750  0.0005  0.0000  0.0001
