# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.197635 -----------------
#dely    BF
0.050  0.2641  0.0023
0.150  0.2615  0.0024
0.250  0.2456  0.0023
0.350  0.2228  0.0022
0.450  0.2001  0.0021
0.550  0.1636  0.0018
0.650  0.1392  0.0016
0.750  0.1241  0.0016
0.850  0.0902  0.0012
0.950  0.0883  0.0013
1.050  0.0524  0.0009
1.150  0.0458  0.0009
1.250  0.0262  0.0006
1.350  0.0269  0.0007
1.450  0.0129  0.0004
1.550  0.0107  0.0005
1.650  0.0020  0.0001
1.750 -0.0001 -0.0000
