0.050   0.000   0.001   0.002   0.004   0.014   0.010 
0.150   0.000   0.001   0.003   0.004   0.013   0.010 
0.250   0.000  -0.000   0.002   0.004   0.012   0.009 
0.350  -0.000   0.001   0.002   0.003   0.011   0.007 
0.450   0.000   0.000   0.002   0.003   0.011   0.006 
0.550   0.001   0.000   0.002   0.003   0.010   0.005 
0.650   0.000   0.000   0.002   0.003   0.008   0.005 
0.750   0.000   0.000   0.001   0.002   0.006   0.004 
0.850   0.000   0.000   0.002   0.002   0.005   0.003 
0.950  -0.000   0.000   0.002   0.002   0.004   0.002 
1.050   0.001  -0.000   0.001   0.000   0.003   0.001 
1.150  -0.001  -0.000  -0.000   0.000   0.001  -0.001 
1.250   0.000  -0.000  -0.001  -0.000   0.000  -0.001 
1.350  -0.001   0.000  -0.001   0.000  -0.002  -0.001 
1.450  -0.000  -0.000  -0.001  -0.000  -0.003  -0.003 
1.550   0.000   0.000  -0.000  -0.001  -0.005  -0.003 
1.650   0.000   0.000  -0.001  -0.002  -0.005  -0.003 
1.750  -0.001  -0.000  -0.001  -0.003  -0.006  -0.004 
1.850  -0.001  -0.001  -0.001  -0.003  -0.009  -0.004 
1.950  -0.001   0.000  -0.003  -0.003  -0.011  -0.006 
2.050  -0.000  -0.001  -0.002  -0.003  -0.014  -0.008 
2.150   0.000  -0.000  -0.003  -0.005  -0.015  -0.009 
2.250   0.000  -0.001  -0.004  -0.006  -0.016  -0.011 
2.350  -0.001  -0.000  -0.005  -0.006  -0.019  -0.012 
2.450  -0.001  -0.000  -0.004  -0.007  -0.022  -0.012 
2.550  -0.001  -0.002  -0.002  -0.006  -0.024  -0.012 
2.650  -0.001  -0.002  -0.003  -0.007  -0.025  -0.013 
2.750  -0.000  -0.001  -0.005  -0.007  -0.028  -0.016 
2.850  -0.001  -0.001  -0.006  -0.008  -0.028  -0.021 
2.950  -0.001  -0.002  -0.005  -0.010  -0.027  -0.020 
3.050  -0.001  -0.005  -0.006  -0.012  -0.029  -0.024 
3.150   0.002  -0.005  -0.005  -0.015  -0.032  -0.027 
3.250  -0.001  -0.005  -0.011  -0.014  -0.033  -0.021 
3.350  -0.006  -0.004  -0.014  -0.015  -0.041  -0.033 
3.450  -0.010  -0.000  -0.014  -0.012  -0.032  -0.039 
