# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0317858 -----------------
#dely    BF    dB     BFVar
0.050  0.0492  0.0002  0.0014
0.150  0.0467  0.0002  0.0009
0.250  0.0423  0.0002  0.0006
0.350  0.0368  0.0001  0.0010
0.450  0.0321  0.0001  0.0012
0.550  0.0264  0.0001  0.0006
0.650  0.0215  0.0001  0.0012
0.750  0.0174  0.0001  0.0015
0.850  0.0138  0.0001  0.0011
0.950  0.0110  0.0001  0.0012
1.050  0.0081  0.0001  0.0011
1.150  0.0060  0.0001  0.0005
1.250  0.0035  0.0000  0.0005
1.350  0.0020  0.0000  0.0004
1.450  0.0008  0.0000  0.0002
1.550  0.0001  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
