# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.126337 -----------------
#dely    BF
0.050  0.3051  0.0022
0.150  0.3208  0.0024
0.250  0.2854  0.0022
0.350  0.2074  0.0017
0.450  0.1562  0.0014
0.550  0.1448  0.0013
0.650  0.0507  0.0005
0.750  0.0445  0.0005
0.850 -0.0015 -0.0000
0.950 -0.0569 -0.0007
1.050 -0.0609 -0.0009
1.150 -0.0391 -0.0006
1.250 -0.0157 -0.0003
1.350  0.0044  0.0001
1.450 -0.0366 -0.0009
1.550 -0.0261 -0.0008
1.650 -0.0173 -0.0007
1.750 -0.0018 -0.0001
