0.15 0.2117 0.2138 0.2422 0.2279 0.2446 0.2439 0.2307 0.228 0.2354 0.2327 0.2626 0.2639 0.2619 0.246 0.2765 0.2353 0.1992 0.2522 0.2612 0.2366 
0.25 0.1738 0.1664 0.1803 0.1686 0.184 0.1777 0.1521 0.1629 0.1778 0.1944 0.1876 0.1806 0.1757 0.1739 0.1754 0.1674 0.1469 0.1836 0.173 0.1955 
0.35 0.1261 0.1294 0.1185 0.1338 0.1254 0.1151 0.1242 0.1044 0.1253 0.1275 0.1287 0.1152 0.1299 0.1106 0.1229 0.1197 0.1183 0.1282 0.1161 0.1214 
0.45 0.0893 0.0812 0.0847 0.0895 0.1044 0.0895 0.0868 0.0866 0.0744 0.0852 0.0785 0.066 0.0651 0.0791 0.0809 0.0815 0.0805 0.0958 0.0819 0.0876 
0.55 0.0604 0.0634 0.0499 0.0522 0.0522 0.05 0.0581 0.0566 0.0458 0.0431 0.0547 0.0404 0.0415 0.0508 0.0487 0.0484 0.0537 0.0546 0.0452 0.0449 
0.65 0.0404 0.0426 0.0288 0.0381 0.0289 0.0299 0.0321 0.0408 0.0281 0.0282 0.0277 0.0202 0.0268 0.022 0.0277 0.0259 0.0386 0.0385 0.0202 0.0235 
0.75 0.0256 0.026 0.013 0.0235 0.0199 0.0178 0.0241 0.0239 0.0202 0.0115 0.0135 0.0112 0.0177 0.0155 0.0134 0.0194 0.0236 0.0245 0.0134 0.016 
0.85 0.0116 0.0139 0.0085 0.0134 0.0089 0.008 0.0142 0.0115 0.0085 0.0081 0.009 0.0055 0.0072 0.0047 0.0077 0.0098 0.0125 0.0113 0.005 0.0063 
0.95 0.0074 0.0066 0.0014 0.0065 0.0017 0.0036 0.0073 0.0073 0.0054 0.0034 0.0075 0.0024 0.0027 0.0033 0.0038 0.005 0.0113 0.0082 0.0015 0.0038 
1.05 0.0034 0.0029 0.0005 0.0025 0.0009 0.0014 0.0038 0.0043 0.003 0.002 0.0025 0.0011 0.0023 0.0009 0.0026 0.0014 0.0045 0.0039 0.0008 0.0019 
1.15 0.0013 0.0008 0.0002 0.0013 0 0.0006 0.0021 0.0019 0.001 0.0005 0.001 0.0006 0.0009 0.0008 0.0012 0.0007 0.002 0.0016 0.0004 0.0003 
1.25 0.0008 0.0008 -0.0002 0.0009 -0.0004 0.0006 0.001 0.0005 0.0003 0.0002 0.0005 0 0.0003 0.0001 0.0005 0.0002 0.0006 0.0009 0.0003 0.0001 
1.35 0.0002 0.0002 0.0001 0.0002 -0.0005 -0 0.0004 0.0002 0.0001 0 0.0001 0 0.0001 0.0001 0.0002 0.0003 0.0002 0.0003 -0 0.0001 
1.45 0 0 -0 0.0001 0 -0 0.0002 0.0001 0 -0 0 0 -0 0 -0 0 0.0001 0.0001 0 0 
1.55 0 0 -0 0 0 0 0 0 0 0 0 0 0 0 -0 0 0 0 0 0 
1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
