# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.265412 -----------------
#dely    BF    dB     BFVar
0.050  0.3716  0.0002  0.0031
0.150  0.3470  0.0002  0.0038
0.250  0.3220  0.0002  0.0022
0.350  0.2936  0.0002  0.0022
0.450  0.2620  0.0001  0.0026
0.550  0.2297  0.0001  0.0021
0.650  0.1984  0.0001  0.0026
0.750  0.1632  0.0001  0.0024
0.850  0.1335  0.0001  0.0016
0.950  0.1043  0.0001  0.0027
1.050  0.0783  0.0001  0.0008
1.150  0.0575  0.0001  0.0048
1.250  0.0391  0.0000  0.0009
1.350  0.0255  0.0000  0.0009
1.450  0.0154  0.0000  0.0006
1.550  0.0084  0.0000  0.0007
1.650  0.0037  0.0000  0.0003
1.750  0.0009  0.0000  0.0003
