# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0943201 -----------------
#dely    BF    dB     BFVar
0.050  0.0633  0.0000  0.0024
0.150  0.0618  0.0000  0.0022
0.250  0.0639  0.0000  0.0023
0.350  0.0674  0.0000  0.0018
0.450  0.0722  0.0000  0.0029
0.550  0.0729  0.0000  0.0021
0.650  0.0752  0.0001  0.0023
0.750  0.0745  0.0001  0.0013
0.850  0.0724  0.0001  0.0008
0.950  0.0673  0.0001  0.0019
1.050  0.0601  0.0001  0.0012
1.150  0.0527  0.0001  0.0009
1.250  0.0441  0.0001  0.0009
1.350  0.0352  0.0000  0.0006
1.450  0.0272  0.0000  0.0005
1.550  0.0189  0.0000  0.0007
1.650  0.0107  0.0000  0.0004
1.750  0.0034  0.0000  0.0001
