# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0388572 -----------------
#dely    BF
0.050  0.0008  0.0000
0.150  0.0012  0.0000
0.250 -0.0030 -0.0000
0.350 -0.0110 -0.0000
0.450 -0.0147 -0.0000
0.550 -0.0237 -0.0000
0.650 -0.0291 -0.0000
0.750 -0.0329 -0.0001
0.850 -0.0387 -0.0001
0.950 -0.0376 -0.0001
1.050 -0.0401 -0.0001
1.150 -0.0381 -0.0001
1.250 -0.0350 -0.0001
1.350 -0.0309 -0.0001
1.450 -0.0247 -0.0001
1.550 -0.0175 -0.0001
1.650 -0.0101 -0.0001
1.750 -0.0034 -0.0000
