# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.328187 -----------------
#dely    BF
0.050  0.5571  0.0040
0.150  0.5588  0.0042
0.250  0.5173  0.0040
0.350  0.3936  0.0032
0.450  0.3226  0.0028
0.550  0.2751  0.0025
0.650  0.1907  0.0019
0.750  0.1373  0.0015
0.850  0.1210  0.0014
0.950  0.0887  0.0011
1.050  0.0559  0.0008
1.150  0.0213  0.0003
1.250  0.0114  0.0002
1.350  0.0195  0.0004
1.450  0.0073  0.0002
1.550  0.0032  0.0001
1.650  0.0019  0.0001
1.750 -0.0008 -0.0001
