# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.238684 -----------------
#dely    BF
0.050  0.3338  0.0023
0.150  0.3224  0.0023
0.250  0.2813  0.0021
0.350  0.2502  0.0019
0.450  0.2186  0.0018
0.550  0.2029  0.0018
0.650  0.1701  0.0016
0.750  0.1442  0.0014
0.850  0.1350  0.0014
0.950  0.1016  0.0012
1.050  0.0709  0.0009
1.150  0.0597  0.0009
1.250  0.0396  0.0007
1.350  0.0221  0.0004
1.450  0.0163  0.0004
1.550  0.0125  0.0004
1.650  0.0062  0.0002
1.750 -0.0004 -0.0000
