# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.202409 -----------------
#dely    BF
0.050  0.2207  0.0014
0.150  0.2453  0.0016
0.250  0.2175  0.0015
0.350  0.1628  0.0012
0.450  0.2050  0.0016
0.550  0.1588  0.0013
0.650  0.1562  0.0014
0.750  0.1471  0.0014
0.850  0.1087  0.0011
0.950  0.1112  0.0013
1.050  0.0888  0.0011
1.150  0.0705  0.0010
1.250  0.0543  0.0009
1.350  0.0293  0.0006
1.450  0.0235  0.0006
1.550  0.0180  0.0005
1.650  0.0069  0.0003
1.750 -0.0004 -0.0000
