# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.213584 -----------------
#dely    BF
0.050  0.3540  0.0003
0.150  0.3314  0.0003
0.250  0.2977  0.0003
0.350  0.2614  0.0002
0.450  0.2229  0.0002
0.550  0.1856  0.0002
0.650  0.1479  0.0002
0.750  0.1146  0.0001
0.850  0.0852  0.0001
0.950  0.0584  0.0001
1.050  0.0376  0.0001
1.150  0.0231  0.0000
1.250  0.0122  0.0000
1.350  0.0047  0.0000
1.450  0.0008  0.0000
1.550 -0.0006 -0.0000
1.650 -0.0007 -0.0000
1.750 -0.0001 -0.0000
