0.0493	26.3	1.9
0.0718	24.74	0.77
0.0977	22.73	0.47
0.127	21.11	0.63
0.158	19.82	0.97
0.192	17.7	2.1
0.227	15.8	1.9
0.264	14.7	1.7
0.303	12.7	1.0
0.343	10.8	1.1
