# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0324095 -----------------
#dely    BF
0.050 -0.0569 -0.0004
0.150 -0.0482 -0.0003
0.250 -0.0421 -0.0003
0.350 -0.0379 -0.0003
0.450 -0.0299 -0.0003
0.550 -0.0278 -0.0003
0.650 -0.0201 -0.0002
0.750 -0.0169 -0.0002
0.850 -0.0134 -0.0002
0.950 -0.0109 -0.0002
1.050 -0.0073 -0.0001
1.150 -0.0058 -0.0001
1.250 -0.0036 -0.0001
1.350 -0.0021 -0.0001
1.450 -0.0008 -0.0000
1.550 -0.0003 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
