'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.27729,0.186565,0.365386,0.431409,0.178455,0.727241,0.384522,0.119699,0.316048,0.941296,0.127405,0.665654
0.244748,0.195923,0.325072,0.429926,0.174461,0.705048,0.381594,0.12385,0.333544,0.945457,0.126876,0.664058
0.233629,0.206108,0.339092,0.433679,0.172764,0.700316,0.382212,0.123401,0.332056,0.923196,0.129678,0.672364
0.246146,0.19852,0.340973,0.43862,0.172014,0.701644,0.348777,0.132244,0.329448,0.922601,0.124181,0.644642
0.23994,0.201339,0.336096,0.433641,0.172838,0.700656,0.35064,0.133303,0.337791,0.911529,0.124858,0.645081
0.247098,0.196006,0.332081,0.446896,0.167967,0.689244,0.364866,0.129812,0.341053,0.95377,0.120729,0.635316
0.238294,0.201199,0.330593,0.467726,0.162536,0.681376,0.373933,0.134384,0.377389,0.961507,0.122594,0.646575
0.223696,0.212673,0.337732,0.413311,0.169403,0.660389,0.383773,0.128511,0.360432,0.930865,0.125467,0.653257
0.249434,0.191518,0.31792,0.437123,0.162508,0.651049,0.393431,0.121195,0.335235,0.891599,0.127051,0.650571
0.24829,0.193665,0.32463,0.434887,0.162468,0.648492,0.388698,0.118497,0.315303,0.885173,0.126473,0.645848
0.24829,0.193665,0.32463,0.434887,0.162468,0.648492,0.388698,0.118497,0.315303,0.885173,0.126473,0.645848
0.256719,0.193042,0.344523,0.425629,0.16327,0.642649,0.355835,0.129438,0.325817,0.882471,0.119345,0.609334
0.279414,0.177919,0.330488,0.443261,0.163327,0.661625,0.377278,0.124923,0.333257,0.864685,0.120751,0.611172
0.279414,0.177919,0.330488,0.443261,0.163327,0.661625,0.377278,0.124923,0.333257,0.864685,0.120751,0.611172
0.284029,0.17757,0.339261,0.422878,0.165053,0.648803,0.38664,0.123549,0.338647,0.857069,0.123048,0.620397
0.27215,0.186019,0.350823,0.439021,0.160366,0.641981,0.357624,0.128615,0.32426,0.876009,0.122325,0.622407
0.274321,0.184938,0.350988,0.439382,0.157826,0.629256,0.369869,0.119467,0.294918,0.883044,0.124632,0.636011
0.273013,0.184583,0.346263,0.433863,0.1589,0.629004,0.384677,0.115017,0.292145,0.881879,0.124731,0.636171
0.270378,0.187877,0.355121,0.418801,0.164435,0.641047,0.371555,0.121619,0.308359,0.879478,0.123622,0.629915
0.250744,0.194403,0.334785,0.396063,0.169018,0.637666,0.35611,0.130349,0.330922,0.872659,0.121504,0.61731
0.253364,0.195543,0.347124,0.413774,0.164234,0.634264,0.355063,0.131468,0.335105,0.88664,0.121896,0.62332
0.239511,0.197021,0.314974,0.427771,0.154504,0.59978,0.369986,0.131502,0.357046,0.883055,0.118829,0.606917
0.231107,0.200064,0.303491,0.433798,0.156231,0.615168,0.370386,0.126578,0.332259,0.875204,0.122803,0.624567
0.231004,0.202864,0.316048,0.446616,0.148888,0.590562,0.386597,0.124818,0.345122,0.88901,0.124211,0.635599
0.25479,0.190565,0.328031,0.471401,0.144225,0.590317,0.389768,0.127244,0.361717,0.869839,0.123161,0.624787
0.278425,0.177707,0.327253,0.437423,0.155678,0.616135,0.413338,0.123727,0.372344,0.867313,0.123949,0.627991
0.278425,0.177707,0.327253,0.437423,0.155678,0.616135,0.413338,0.123727,0.372344,0.867313,0.123949,0.627991
0.278425,0.177707,0.327253,0.437423,0.155678,0.616135,0.413338,0.123727,0.372344,0.867313,0.123949,0.627991
0.278114,0.178659,0.330917,0.432911,0.160215,0.634773,0.411897,0.124633,0.375337,0.864455,0.123266,0.623717
0.290276,0.175387,0.342818,0.441846,0.156511,0.625021,0.397239,0.122167,0.345011,0.868731,0.123764,0.627483
0.276105,0.183242,0.347356,0.45082,0.157761,0.64053,0.388873,0.119815,0.322312,0.863562,0.126765,0.640993
0.276105,0.183242,0.347356,0.45082,0.157761,0.64053,0.388873,0.119815,0.322312,0.863562,0.126765,0.640993
0.278121,0.182282,0.347599,0.464462,0.154283,0.635761,0.381385,0.122812,0.327923,0.873608,0.125609,0.638173
0.278562,0.185289,0.362443,0.499239,0.144535,0.616112,0.39561,0.119606,0.32979,0.878586,0.128129,0.65226
0.284702,0.186965,0.383967,0.484337,0.142709,0.594056,0.38798,0.118972,0.316821,0.895723,0.1271,0.651973
0.284702,0.186965,0.383967,0.484337,0.142709,0.594056,0.38798,0.118972,0.316821,0.895723,0.1271,0.651973
0.276126,0.182831,0.345517,0.467554,0.147159,0.601905,0.409015,0.119895,0.347559,0.860688,0.124827,0.630413
0.276271,0.178051,0.323865,0.447001,0.147338,0.582952,0.418309,0.118317,0.35018,0.874418,0.125477,0.637746
0.271516,0.187079,0.354184,0.428165,0.157338,0.614823,0.403504,0.121679,0.350168,0.875991,0.125612,0.638882
0.321728,0.174031,0.398161,0.452797,0.153091,0.618395,0.404143,0.119013,0.337214,0.861286,0.129675,0.654902
0.306778,0.174619,0.372939,0.475886,0.145085,0.598822,0.411235,0.111296,0.305894,0.856198,0.126831,0.639102
0.286836,0.183521,0.372806,0.480119,0.154636,0.651865,0.37904,0.122435,0.322835,0.850863,0.125754,0.632068
0.317826,0.17775,0.408195,0.46884,0.155416,0.645682,0.386231,0.12067,0.323287,0.897029,0.124403,0.638816
0.317227,0.180311,0.418879,0.455618,0.157608,0.644452,0.381913,0.124193,0.335737,0.89111,0.127489,0.652631
0.310886,0.180401,0.407438,0.455291,0.15563,0.63393,0.396405,0.122247,0.344382,0.903762,0.127952,0.658475
0.314501,0.181902,0.421149,0.446331,0.155197,0.62281,0.400268,0.124733,0.361957,0.894354,0.129979,0.666026
0.326111,0.182808,0.446302,0.417307,0.162434,0.629029,0.375767,0.132031,0.367793,0.907351,0.124355,0.64142
0.328675,0.186698,0.468658,0.433734,0.159449,0.631695,0.368957,0.133947,0.368186,0.917924,0.125845,0.651744
0.326361,0.184913,0.456424,0.442276,0.15682,0.627056,0.376464,0.131095,0.363928,0.893469,0.126517,0.648422
0.33391,0.183584,0.463259,0.457994,0.158585,0.651793,0.356735,0.139187,0.377365,0.918236,0.12432,0.644182
0.33391,0.183584,0.463259,0.457994,0.158585,0.651793,0.356735,0.139187,0.377365,0.918236,0.12432,0.644182
0.355991,0.183435,0.497711,0.477029,0.153625,0.643895,0.369114,0.13538,0.375783,0.931191,0.126964,0.660845
0.344346,0.181873,0.472484,0.488228,0.155729,0.664575,0.367259,0.134169,0.366915,0.937957,0.127417,0.664862
0.34605,0.188721,0.50669,0.484646,0.156112,0.663453,0.363489,0.135449,0.368084,0.935485,0.127091,0.662596
0.335433,0.191426,0.501884,0.493862,0.154303,0.66201,0.351815,0.139483,0.371418,0.924646,0.128135,0.66501
0.325773,0.192848,0.491891,0.511306,0.150146,0.654794,0.359123,0.132917,0.348641,0.931069,0.128493,0.668484
0.335978,0.190869,0.500228,0.513585,0.145525,0.632754,0.346996,0.133741,0.334362,0.930665,0.126711,0.65944
0.340196,0.187541,0.491868,0.495799,0.149217,0.637403,0.346933,0.131515,0.322805,0.946244,0.125889,0.659309
0.357278,0.182733,0.49641,0.487152,0.156464,0.667441,0.359627,0.120533,0.285628,0.899312,0.13064,0.670726
