# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.0568987 -----------------
#dely    BF
0.050  0.0959  0.0044
0.150  0.0696  0.0035
0.250  0.0882  0.0044
0.350  0.0752  0.0040
0.450  0.0589  0.0033
0.550  0.0467  0.0031
0.650  0.0357  0.0026
0.750  0.0313  0.0025
0.850  0.0270  0.0024
0.950  0.0149  0.0017
1.050  0.0163  0.0019
1.150  0.0036  0.0006
1.250  0.0041  0.0008
1.350  0.0015  0.0004
1.450  0.0003  0.0001
1.550 -0.0002 -0.0001
1.650  0.0000  0.0000
1.750  0.0000  0.0000
