# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.394533 -----------------
#dely    BF    dB     BFVar
0.050  0.6248  0.0003  0.0056
0.150  0.5768  0.0003  0.0039
0.250  0.5164  0.0003  0.0038
0.350  0.4551  0.0003  0.0024
0.450  0.3882  0.0002  0.0023
0.550  0.3231  0.0002  0.0037
0.650  0.2643  0.0002  0.0032
0.750  0.2128  0.0002  0.0019
0.850  0.1672  0.0001  0.0020
0.950  0.1265  0.0001  0.0019
1.050  0.0959  0.0001  0.0020
1.150  0.0696  0.0001  0.0019
1.250  0.0488  0.0001  0.0008
1.350  0.0333  0.0000  0.0008
1.450  0.0217  0.0000  0.0007
1.550  0.0126  0.0000  0.0004
1.650  0.0064  0.0000  0.0010
1.750  0.0018  0.0000  0.0002
