# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.200592 -----------------
#dely    BF
0.050  0.3424  0.0002
0.150  0.3150  0.0002
0.250  0.2813  0.0002
0.350  0.2451  0.0002
0.450  0.2063  0.0002
0.550  0.1691  0.0001
0.650  0.1340  0.0001
0.750  0.1042  0.0001
0.850  0.0774  0.0001
0.950  0.0550  0.0001
1.050  0.0364  0.0001
1.150  0.0225  0.0000
1.250  0.0126  0.0000
1.350  0.0059  0.0000
1.450  0.0007  0.0000
1.550 -0.0006 -0.0000
1.650 -0.0010 -0.0000
1.750 -0.0006 -0.0000
