# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.176406 -----------------
#dely    BF
0.050  0.2871  0.0006
0.150  0.2616  0.0005
0.250  0.2347  0.0005
0.350  0.2055  0.0005
0.450  0.1843  0.0005
0.550  0.1498  0.0004
0.650  0.1211  0.0004
0.750  0.0948  0.0003
0.850  0.0774  0.0003
0.950  0.0531  0.0002
1.050  0.0384  0.0002
1.150  0.0242  0.0002
1.250  0.0159  0.0001
1.350  0.0097  0.0001
1.450  0.0038  0.0001
1.550  0.0021  0.0000
1.650  0.0006  0.0000
1.750 -0.0000 -0.0000
