# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.261786 -----------------
#dely    BF
0.050  0.3922  0.0011
0.150  0.3714  0.0011
0.250  0.3346  0.0010
0.350  0.3050  0.0010
0.450  0.2616  0.0009
0.550  0.2265  0.0008
0.650  0.1910  0.0007
0.750  0.1533  0.0006
0.850  0.1207  0.0005
0.950  0.0923  0.0005
1.050  0.0670  0.0004
1.150  0.0455  0.0003
1.250  0.0269  0.0002
1.350  0.0170  0.0001
1.450  0.0086  0.0001
1.550  0.0035  0.0000
1.650  0.0009  0.0000
1.750 -0.0001 -0.0000
