# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.133454 -----------------
#dely    BF    dB     BFVar
0.050  0.2798  0.0022  0.0086
0.150  0.2444  0.0020  0.0162
0.250  0.1962  0.0018  0.0076
0.350  0.1554  0.0016  0.0092
0.450  0.1304  0.0015  0.0073
0.550  0.0922  0.0013  0.0129
0.650  0.0686  0.0011  0.0072
0.750  0.0614  0.0012  0.0045
0.850  0.0405  0.0010  0.0050
0.950  0.0299  0.0009  0.0042
1.050  0.0178  0.0007  0.0052
1.150  0.0112  0.0006  0.0018
1.250  0.0043  0.0003  0.0010
1.350  0.0022  0.0003  0.0004
1.450  0.0002  0.0001  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
