# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.101772 -----------------
#dely    BF
0.050 -0.1418 -0.0001
0.150 -0.1319 -0.0001
0.250 -0.1212 -0.0001
0.350 -0.1047 -0.0001
0.450 -0.0894 -0.0001
0.550 -0.0753 -0.0001
0.650 -0.0653 -0.0001
0.750 -0.0566 -0.0001
0.850 -0.0441 -0.0001
0.950 -0.0390 -0.0001
1.050 -0.0352 -0.0001
1.150 -0.0301 -0.0001
1.250 -0.0260 -0.0001
1.350 -0.0210 -0.0001
1.450 -0.0163 -0.0001
1.550 -0.0112 -0.0000
1.650 -0.0067 -0.0000
1.750 -0.0018 -0.0000
