# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.140558 -----------------
#dely    BF    dB     BFVar
0.050  0.1760  0.0001  0.0021
0.150  0.1646  0.0001  0.0026
0.250  0.1547  0.0001  0.0020
0.350  0.1444  0.0001  0.0022
0.450  0.1329  0.0001  0.0022
0.550  0.1190  0.0001  0.0014
0.650  0.1058  0.0001  0.0010
0.750  0.0914  0.0001  0.0013
0.850  0.0785  0.0001  0.0008
0.950  0.0642  0.0001  0.0011
1.050  0.0519  0.0001  0.0006
1.150  0.0411  0.0001  0.0008
1.250  0.0310  0.0001  0.0007
1.350  0.0225  0.0000  0.0009
1.450  0.0152  0.0000  0.0004
1.550  0.0090  0.0000  0.0003
1.650  0.0031  0.0000  0.0001
1.750  0.0003  0.0000  0.0001
