# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.258892 -----------------
#dely    BF
0.050  0.4286  0.0030
0.150  0.4019  0.0029
0.250  0.3685  0.0028
0.350  0.3022  0.0024
0.450  0.2570  0.0022
0.550  0.2156  0.0020
0.650  0.1756  0.0018
0.750  0.1440  0.0017
0.850  0.1038  0.0013
0.950  0.0819  0.0012
1.050  0.0477  0.0008
1.150  0.0279  0.0006
1.250  0.0198  0.0005
1.350  0.0103  0.0003
1.450  0.0047  0.0002
1.550  0.0003  0.0000
1.650 -0.0008 -0.0001
1.750 -0.0001 -0.0000
