# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.143248 -----------------
#dely    BF    dB     BFVar
0.050  0.4496  0.0038  0.0186
0.150  0.3532  0.0031  0.0230
0.250  0.2281  0.0022  0.0122
0.350  0.1436  0.0016  0.0131
0.450  0.0935  0.0012  0.0079
0.550  0.0542  0.0008  0.0033
0.650  0.0362  0.0006  0.0053
0.750  0.0293  0.0006  0.0023
0.850  0.0205  0.0005  0.0020
0.950  0.0114  0.0003  0.0013
1.050  0.0069  0.0003  0.0013
1.150  0.0033  0.0002  0.0006
1.250  0.0019  0.0001  0.0004
1.350  0.0006  0.0001  0.0003
1.450  0.0001  0.0000  0.0002
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
